 	non	ho	cosa	è	da	mangiare	</S>
a31	0.0016637329	0.0003924946	0.42651558	0.0071494393	0.29127052	0.27300832	2.0950468e-08
a8	0.010350652	0.026690636	0.08122646	0.0045806095	0.39303774	0.48079377	0.003320118
a31	0.06379899	0.15873072	0.14812243	0.0017144044	0.031845614	0.5957604	2.7398743e-05
a37	0.017222712	0.03489351	0.034967296	0.0007390101	0.06754421	0.8446239	9.319219e-06
a20	0.50868845	0.42226103	0.048559297	0.0008144045	0.0021999264	0.017466748	1.0215135e-05
a31	0.18244484	0.78202635	0.014255162	0.007265371	0.0064024376	0.0075977733	8.125705e-06
a17	0.7697739	0.08588472	0.0027436428	0.0004036772	0.0050137695	0.13040297	0.005777297
a20	0.2703701	0.33311343	0.047000162	0.07731712	0.053446826	0.21819551	0.0005567829
a31	0.072414935	0.21678205	0.06026702	0.07298928	0.05793688	0.51815426	0.0014555317
a39	0.033018176	0.04591639	0.02298758	0.019357719	0.053064916	0.45357004	0.37208515
a35	0.08266893	0.19077566	0.09639916	0.18736851	0.17260246	0.2666821	0.0035032637
a39	0.03787266	0.09905026	0.10068984	0.24884948	0.2683414	0.24057074	0.0046256585
a46	0.023532987	0.092597164	0.05669095	0.2426835	0.21416937	0.3648512	0.0054747723
a35	0.009591744	0.044226404	0.041604985	0.29601523	0.31679097	0.28451833	0.0072522834
a31	0.005744306	0.025057675	0.023348065	0.27846038	0.26839584	0.37437063	0.024623102
</S>	0.011240631	0.01371396	0.012692233	0.040336613	0.18267749	0.041000538	0.6983385
