 	sta	e	dorme	nel	letto	</S>
a33	0.001015364	0.037021834	0.9434217	0.01854065	3.6370236e-07	9.446063e-09
a31	0.012600769	0.08354239	0.009334815	0.030809343	0.074769385	0.78894335
a37	0.011682749	0.110003166	0.004346309	0.17165743	0.3005804	0.40172994
a31	0.7073606	0.11546013	0.12813605	0.0076466775	0.017700644	0.023695882
a13	0.11982959	0.20035325	0.098625086	0.043401163	0.21118498	0.32660592
a20	0.7346087	0.101548135	0.13507329	0.00631613	0.021957232	0.0004964554
a24	0.16206059	0.03888258	0.7879251	0.008771216	0.002197837	0.00016272032
a28	0.13328096	0.046965025	0.65371686	0.069965735	0.089143164	0.0069282595
a31	0.09900022	0.067027725	0.41600713	0.19501562	0.20798124	0.014968056
a35	0.016341342	0.015895095	0.05560229	0.0952521	0.4850849	0.3318242
a18	0.24664305	0.15100259	0.29861853	0.2572352	0.038078874	0.008421834
a31	0.118227944	0.09835048	0.19003248	0.3079112	0.23174727	0.05373068
a13	0.005686878	0.01034233	0.13919546	0.07643822	0.35692653	0.41141057
a39	0.29238465	0.21234964	0.15659611	0.3005638	0.028354973	0.009750771
a31	0.055667534	0.06150219	0.067633055	0.3015896	0.41417718	0.09943037
a21	0.0054323575	0.01011111	0.18690743	0.06974183	0.37667638	0.35113087
a31	0.25169772	0.21823366	0.059081513	0.37924907	0.06302825	0.028709685
</S>	0.0010748847	0.0017843846	0.017608479	0.015722755	0.7924751	0.17133442
