 	Marika	tu	hai	mangiato	</S>
a8	7.2374816e-05	0.9979603	8.457148e-07	0.0019665484	5.2447158e-09
a31	0.0020719997	0.0012792568	0.00027062063	0.9490116	0.047366507
a24	0.0001255	0.00012264962	4.328386e-06	0.9908743	0.0088732615
a31	0.08163237	0.061235026	0.16698334	0.6498764	0.040272836
a28	0.0021183768	0.0010405658	0.00025122144	0.9813106	0.01527926
a31	0.14292853	0.1808195	0.11644668	0.55428183	0.0055234255
a3	0.08931515	0.09091771	0.06536664	0.7461479	0.008252588
a18	0.3243776	0.29053333	0.04331867	0.33076748	0.0110029485
a31	0.14166594	0.113122374	0.054403763	0.5824656	0.10834235
a23	0.11369324	0.09564829	0.067808986	0.67928773	0.04356173
a31	0.20224504	0.18231061	0.22139226	0.32986635	0.064185716
a20	0.09139925	0.06636754	0.165746	0.33589593	0.3405913
</S>	0.271367	0.22134197	0.32818112	0.1726775	0.006432365
