 	l	ho	sentito	quando	veniva	</S>
a31	6.8671316e-06	6.6388784e-05	0.040207945	0.95971835	3.746901e-07	1.2266516e-07
a46	7.835207e-06	0.00023251855	0.0059491317	0.9936633	0.00014703748	2.1866114e-07
a41	0.0034528621	0.042410586	0.85244846	0.10074118	0.0009464994	3.623572e-07
a31	0.0036941776	0.11166781	0.8794141	0.0046987818	0.0005249181	2.0681391e-07
a24	0.06330574	0.32273537	0.6052708	0.0013853802	0.007289657	1.3094493e-05
a31	0.061649676	0.19505075	0.62989354	0.10390749	0.007299183	0.0021993255
a15	0.025184283	0.10041006	0.70593303	0.0790145	0.019457374	0.07000078
a46	0.03705255	0.046378925	0.11882121	0.61327577	0.01509973	0.16937172
a31	0.04947836	0.05666808	0.081884935	0.63578784	0.010470269	0.16571054
a0	0.019318245	0.04475022	0.47416133	0.07266318	0.021304097	0.3678029
a41	0.04696264	0.037901755	0.020367313	0.73241645	0.009803362	0.15254846
</S>	0.0689902	0.06158085	0.04621385	0.5872901	0.009144892	0.22678009
