 	possono	essere	ancora	svegli	</S>
a31	0.2414951	0.006533473	0.63385886	0.118112564	1.7954132e-08
a20	0.0016367913	0.00011375482	0.78237075	0.21527307	0.0006057032
a23	0.08969569	0.021676475	0.010864135	0.8777475	1.626417e-05
a31	0.037662316	0.2119829	0.610313	0.14004081	9.909407e-07
a20	0.034309756	0.032166883	0.6190796	0.3141419	0.000301814
a11	0.9116615	0.024204256	0.014546284	0.049568847	1.9128058e-05
a20	0.4759189	0.13111256	0.21340933	0.17937206	0.00018707481
a31	0.67605	0.09649108	0.072679825	0.15345113	0.0013279524
a37	0.2409291	0.017471675	0.115135625	0.09835835	0.52810526
a31	0.058162287	0.2570637	0.2900624	0.38449174	0.010219855
a11	0.014423629	0.15055984	0.13082126	0.080934696	0.6232605
a46	0.01891765	0.344698	0.31260926	0.2806997	0.04307539
a31	0.0082953395	0.437732	0.3531248	0.18401588	0.016831944
a46	0.0027964124	0.29371646	0.076041006	0.016304428	0.6111417
a31	0.0072814524	0.43290597	0.33225483	0.19045511	0.03710266
a20	0.00096621295	0.3985344	0.078000024	0.015697688	0.50680166
a28	0.0035826117	0.5387558	0.17276902	0.13463114	0.15026148
</S>	0.0020444025	0.52068317	0.33223638	0.07809853	0.06693744
