 	io	voglio	che	Maria	venga	qui	</S>
a31	0.00015014368	3.1440193e-06	0.00085284514	0.004425452	0.99456847	3.8451113e-08	5.965082e-10
a39	0.071637824	0.31491727	0.55072445	0.01866396	0.035909552	0.0062739663	0.0018729272
a31	0.12744127	0.23102574	0.17388867	0.0071414383	0.46044374	5.6236186e-05	2.9660837e-06
a37	0.20143175	0.10726867	0.26053265	0.030033937	0.391109	0.009621301	2.678243e-06
a31	0.7541735	0.12160042	0.019490488	0.0015343971	0.10318269	1.8204322e-05	3.517257e-07
a11	0.7286052	0.24581048	0.005636037	0.0006071278	0.0148187345	0.0045127315	9.59835e-06
a20	0.8139952	0.0639277	0.00662837	0.0034675917	0.111404404	0.0005701131	6.6854136e-06
a4	0.042139906	0.12121375	0.03232036	0.038406953	0.76250684	0.0033479473	6.421416e-05
a24	0.0706354	0.08475709	0.035613477	0.09221015	0.6626842	0.05309055	0.0010091447
a31	0.045808066	0.07161951	0.05097905	0.11455043	0.6028709	0.11175727	0.002414734
a11	0.06500952	0.0083662	0.024575915	0.09080056	0.082544975	0.14674848	0.58195436
a24	0.04734371	0.10094156	0.052843664	0.053329494	0.6909349	0.047683664	0.0069230245
a31	0.023320403	0.06537522	0.04562607	0.07459454	0.5250313	0.22090866	0.045143798
a46	0.008850826	0.0029070782	0.007866553	0.022069627	0.048037224	0.35534915	0.55491954
a8	0.06129966	0.16756982	0.13333282	0.09770432	0.36729375	0.14776945	0.025030326
</S>	0.016434675	0.06029744	0.096549004	0.06316402	0.068027385	0.49061403	0.20491351
