 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.08466971	0.83340216	0.0005207149	0.03355662	0.047850706	1.1932612e-07
a20	0.0054945345	0.7098873	9.151833e-06	0.054803893	0.22963254	0.00017244808
a31	0.17773557	0.46491665	0.00019263374	0.03700117	0.32012042	3.36056e-05
a28	0.0040259426	0.7763972	2.5670229e-06	0.02448107	0.19509311	5.6530947e-08
a31	0.918584	0.06987772	0.00011403954	0.0018881552	0.009535297	8.3052606e-07
a13	0.37576097	0.27163863	0.00014180744	0.028236635	0.32421842	3.5290498e-06
a18	0.75235116	0.06798111	0.034313317	0.0767947	0.0685461	1.3572813e-05
a31	0.4301184	0.118871875	0.05110287	0.20630847	0.19282481	0.000773651
a27	0.04157965	0.054126915	0.0017841749	0.21377808	0.38842383	0.3003074
a31	0.044075403	0.082979575	0.11042963	0.30391786	0.45597363	0.0026238582
a20	0.0016479369	0.013044879	0.002621747	0.1121159	0.46501106	0.40555844
a31	0.01896412	0.08150694	0.08582563	0.28137177	0.49085587	0.0414757
a39	0.0023542978	0.022232214	0.007793096	0.10161296	0.4779132	0.3880942
a31	0.006451527	0.06158316	0.041859638	0.19127733	0.53585345	0.16297494
a33	0.0045488607	0.03730561	0.017594205	0.1041663	0.5736094	0.26277566
</S>	0.00442995	0.057388656	0.025445076	0.12231129	0.5208367	0.2695883
