 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a31	7.7155255e-07	1.0166453e-06	3.2218677e-06	4.9980586e-05	0.0026676378	3.3773129e-06	0.0012193918	0.11387146	0.71389425	0.13583203	0.031913634	0.0005420891	1.1184603e-06	3.180607e-12
a20	0.0014763258	0.014011717	0.00027630047	0.009609699	0.043178767	0.0029366934	0.035293683	0.34688678	0.3367551	0.12647496	0.05782679	0.01747868	0.0071453485	0.00064912846
a13	0.007698428	0.05310322	0.008285494	0.003181851	0.08971939	0.0065370114	0.5395944	0.06512709	0.115713	0.10396591	0.0062956563	0.00020684283	0.0005703874	1.3116713e-06
a31	0.0106732985	0.042531453	0.008075875	0.03810334	0.024616666	0.0281783	0.38955855	0.14600284	0.04829189	0.17583102	0.08042112	0.005538597	0.0021763116	6.974092e-07
a28	0.0006680163	0.0013344632	4.5364127e-06	0.0004120808	0.004112032	0.0032195533	0.0040822583	0.038611487	0.0901097	0.18847075	0.30019042	0.17460893	0.19417493	8.864573e-07
a31	0.1795106	0.06948603	0.0017792883	0.0069088438	0.073340684	0.1334717	0.32146657	0.07678312	0.072251104	0.054260287	0.009544721	0.0011511692	4.5827674e-05	6.916562e-08
a21	0.016094368	0.0017735668	2.5021653e-05	0.0014512398	0.011682613	0.047067013	0.018768774	0.06711137	0.0574164	0.11026604	0.087944075	0.3172087	0.260385	0.0028057927
a31	0.033313874	0.0079367	0.0047006924	0.0053122537	0.019260835	0.4031674	0.051948246	0.091474086	0.056384794	0.13466236	0.115776144	0.05291451	0.023127101	2.1034848e-05
a20	0.0067057977	0.0010622307	0.00021724774	0.002209206	0.06825968	0.004635518	0.113624156	0.40844607	0.24787933	0.06461612	0.012944323	0.044613875	0.019892635	0.004893823
a28	0.010565342	0.012253756	0.016142493	0.014629822	0.020664478	0.20734301	0.034203995	0.04639262	0.027558938	0.20322165	0.24199998	0.09313542	0.07181485	7.36891e-05
a27	0.009019654	0.01357289	0.0195562	0.017659105	0.022446247	0.072122656	0.07167773	0.06681716	0.025218407	0.28508487	0.16267914	0.14445835	0.08828423	0.0014033567
a17	0.014312122	0.01357444	0.015016443	0.012238756	0.020152519	0.07371497	0.05147273	0.05331837	0.026090777	0.22319753	0.15992692	0.18607144	0.15065026	0.0002627915
a4	0.008568607	0.0048541133	0.0043691685	0.0047282386	0.0106577575	0.04287025	0.03576302	0.04566748	0.01943532	0.12691534	0.115633	0.27939555	0.29777092	0.00337124
a13	0.033159565	0.011378272	0.0058101406	0.0065322523	0.029370386	0.08184682	0.11844184	0.10600875	0.048759934	0.23742309	0.09765446	0.1387718	0.08350061	0.0013421429
a31	0.021771614	0.020651298	0.017178513	0.01584943	0.033866946	0.05361502	0.0340096	0.04530187	0.035357982	0.17956075	0.12203105	0.32546338	0.09437766	0.0009649044
a18	0.014018368	0.0027777362	0.00077674596	0.0019375124	0.04103117	0.026369298	0.12787016	0.4401311	0.24068116	0.02433267	0.0050026057	0.01719005	0.008460462	0.04942103
a36	0.009514553	0.009632856	0.011873366	0.009002993	0.010886729	0.070198745	0.030115463	0.023007222	0.00966822	0.2005352	0.21774173	0.2846482	0.11289473	0.00027998042
a46	0.017835606	0.039841607	0.05554539	0.038401265	0.026438966	0.055135842	0.021232883	0.014240911	0.010616859	0.15710439	0.16871418	0.3165986	0.07763254	0.00066099025
a31	0.020002719	0.016145606	0.013799159	0.012457496	0.017876653	0.07605629	0.03992545	0.034123227	0.017895972	0.18160993	0.14460033	0.2014884	0.22224073	0.0017780341
a20	0.0054523335	0.003670238	0.0031907961	0.0051560453	0.046716597	0.036488738	0.12486868	0.45071784	0.18510601	0.038704004	0.013776261	0.028566333	0.016054861	0.04153124
a8	0.012218368	0.030950053	0.05244393	0.036910307	0.03197802	0.051536303	0.0594117	0.055808455	0.028147345	0.17011628	0.12153312	0.2571959	0.088326566	0.0034236072
a31	0.0072570518	0.054751433	0.16303062	0.13639753	0.08061717	0.03273131	0.045641556	0.052432336	0.033498127	0.07218627	0.07373825	0.111994155	0.095758624	0.03996552
a24	0.0028718717	0.0068691606	0.016356835	0.02118954	0.06530913	0.05504934	0.08372971	0.34880352	0.13201003	0.063517734	0.04520242	0.054110933	0.053167548	0.051812295
a46	0.015724907	0.08846558	0.20445266	0.13107322	0.08392446	0.022309963	0.07448395	0.079229675	0.060255144	0.079648145	0.040582478	0.08505238	0.027103174	0.007694201
</S>	0.008136298	0.07899858	0.25179794	0.19544375	0.10275606	0.01440385	0.04479114	0.05020173	0.03921885	0.03731262	0.028867826	0.061884597	0.036053717	0.050133076
