 	le	melanzane	vogliono	ee	girate	</S>
a31	0.18505472	0.81488365	4.2205104e-07	5.786899e-05	3.2741145e-06	2.0958348e-08
a20	0.53844523	0.3451726	0.011614056	0.100439556	0.0015065215	0.0028220313
a18	0.5556352	0.44044054	0.0028810692	0.0002486942	0.0007880071	6.512082e-06
a20	0.80922717	0.16072325	0.0061521083	0.022955995	0.0009399	1.6477181e-06
a38	0.44250983	0.026027186	0.51464605	0.0013946177	0.014740276	0.0006819438
a17	0.21896408	0.009939671	0.74275	0.00049287523	0.027355017	0.0004983129
a31	0.15989487	0.004241888	0.78829545	0.00032588138	0.046971492	0.00027049333
a20	0.824147	0.0008482234	0.13165882	0.0030671349	0.032408394	0.007870409
a41	0.03151818	0.014441432	0.9448996	0.004370961	0.0045974483	0.00017244394
a29	0.026501218	0.033389322	0.74238557	0.027041694	0.1657482	0.0049340287
a11	0.07326255	0.05117006	0.59299976	0.03204661	0.24437405	0.0061470275
a31	0.022328738	0.039490294	0.49190181	0.053725507	0.3573569	0.035196662
a8	0.03280535	0.00968438	0.50839007	0.02067879	0.19515158	0.23328988
a31	0.04533665	0.14191067	0.6782789	0.069962546	0.053813502	0.010697765
a1	0.0056803343	0.011682147	0.26867747	0.035561953	0.49806097	0.18033713
a31	0.16033797	0.51161164	0.13817407	0.17092223	0.009070258	0.009883785
a3	0.0017209272	0.019796792	0.10936637	0.15777962	0.34311712	0.36821917
a31	0.118899144	0.52356863	0.21008092	0.110646315	0.025347304	0.011457702
a8	0.0017799878	0.030559786	0.08547601	0.27151084	0.20825337	0.40242
a23	0.06547073	0.23904857	0.425762	0.09655161	0.13354523	0.03962184
a31	0.04115692	0.593358	0.037822574	0.17336506	0.00861859	0.14567894
a46	0.010437021	0.09137575	0.07133382	0.16511813	0.23272695	0.4290083
a37	0.060374144	0.18600173	0.5007287	0.06283316	0.1751213	0.0149409585
a46	0.07000535	0.5646697	0.047569156	0.18030201	0.012015366	0.12543829
a24	0.09042237	0.35477242	0.35364416	0.0936923	0.08969727	0.017771479
a31	0.013863691	0.16202186	0.029362852	0.4186141	0.041352645	0.33478487
a46	0.000572507	0.004859353	0.014792214	0.09086444	0.106976874	0.7819346
a31	0.08987933	0.43644285	0.21373115	0.13927014	0.06883614	0.051840436
a8	0.0008517509	0.0088950945	0.015556888	0.20294756	0.10211181	0.66963685
a24	0.0872338	0.4463266	0.15864132	0.16080026	0.051633954	0.09536408
a8	0.021240145	0.45170403	0.035136018	0.33232218	0.015923865	0.14367375
a31	0.016766232	0.33955985	0.06868661	0.33400995	0.042672724	0.1983046
</S>	0.0028171507	0.027364612	0.018724829	0.21244891	0.077311024	0.6613335
