 	questo	muro	vuole	uno	specchio	</S>
a31	0.0004981754	5.1695857e-05	0.9898594	0.009590212	5.1898536e-07	4.6106887e-09
a24	0.00034783242	0.14972354	0.73722136	0.10820125	0.0044892547	1.6684151e-05
a31	0.016812751	0.28240973	0.30271843	0.17932291	0.21871759	1.8570357e-05
a41	0.00054852996	0.017045563	0.8951087	0.087170005	0.00012716139	8.496578e-10
a39	0.68648195	0.08681674	0.066546954	0.04734383	0.112801075	9.528389e-06
a43	0.45816305	0.1462841	0.119783014	0.2205331	0.05520509	3.1593005e-05
a24	0.8539121	0.031721767	0.03996997	0.02303974	0.05131651	3.9996637e-05
a37	0.6663316	0.006647644	0.04513784	0.1286602	0.13556635	0.017656416
a20	0.9167105	0.011468983	0.03960308	0.0157722	0.011537206	0.0049079605
a41	0.8693741	0.018992787	0.054445848	0.023490898	0.025865167	0.007831175
a18	0.6427385	0.031331804	0.07900128	0.055822868	0.1728532	0.018252391
a31	0.60632235	0.028001364	0.061115775	0.05590094	0.21186972	0.036789857
a11	0.9412864	0.0023360099	0.0066221985	0.0026521478	0.009781409	0.037321877
a31	0.22377485	0.08048371	0.04478632	0.18952955	0.4432268	0.018198814
a29	0.33697438	0.0046121953	0.013361561	0.007688001	0.1894734	0.4478905
a7	0.1366064	0.09766321	0.0477309	0.22023484	0.48388633	0.0138784135
a31	0.033444565	0.0357025	0.022737943	0.08437937	0.54266566	0.28106996
a37	0.29964197	0.007252736	0.021951783	0.009648202	0.13841037	0.52309495
a31	0.03733635	0.08862496	0.036183078	0.1676747	0.63920504	0.03097586
a20	0.020219764	0.0029745067	0.004855811	0.0075636	0.18489568	0.77949065
</S>	0.035046447	0.08566492	0.033649962	0.21357863	0.62015	0.01191007
