 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a31	0.015475347	0.0054005566	0.0021740198	0.8510687	0.0003180352	0.092216045	0.0013297598	0.0320173	1.8298135e-07	2.8669184e-08
a24	0.037386335	0.00079230056	0.0006597503	0.004347005	0.33240747	0.50156164	0.03551744	0.08383259	0.0034943272	1.1431857e-06
a16	0.038789522	0.0017797463	0.0017186312	0.002316609	0.21281749	0.7314427	0.003854358	0.0071806246	0.00010013761	1.9626297e-07
a28	0.017012239	0.00030801364	0.00020079447	0.022817088	0.6345659	0.3186885	0.0009574346	0.0054415204	8.550714e-06	6.433187e-11
a31	0.026033448	0.015207391	0.009595312	0.008440461	0.561607	0.35155952	0.005227302	0.020459421	0.0018635098	6.693367e-06
a37	0.044450425	0.002645632	0.0050270124	6.21511e-05	0.8328937	0.11376173	0.000283996	0.00059774664	0.00027737053	1.8920699e-07
a24	0.013865485	0.049227245	0.04171122	0.00675725	0.8276784	0.054341514	0.0018820444	0.004402328	0.0001337459	8.279182e-07
a46	0.0044943886	0.1956525	0.45232263	0.022755984	0.23949803	0.041777007	0.01026849	0.028823104	0.0043270513	8.076482e-05
a31	0.0030624024	0.18543804	0.59035045	0.0014089651	0.16038986	0.034032732	0.0034154106	0.009666103	0.011637268	0.00059885636
a10	0.0031953866	0.025175873	0.72798103	0.0069351112	0.22497024	0.008956245	0.00039622447	0.00053852133	0.0010054116	0.00084592967
a11	0.00856413	0.11087552	0.6018428	0.04695095	0.11422293	0.093200326	0.0049435864	0.015772335	0.002766132	0.00086121616
a31	0.0076740994	0.071458645	0.6486085	0.05935054	0.054616332	0.10699459	0.0069698705	0.018373998	0.007116539	0.018836902
a0	0.0025695602	0.034916326	0.5873604	0.1449375	0.13627665	0.05205618	0.0025369804	0.006469997	0.0073203165	0.025556142
a31	0.028412802	0.103989616	0.5140664	0.12993242	0.06326238	0.13088585	0.0074426136	0.016071968	0.003922528	0.002013393
a39	0.0018541329	0.024225311	0.19968541	0.2523863	0.03503002	0.04397294	0.008689245	0.024381643	0.03132221	0.37845275
a29	0.035154793	0.15069315	0.5345733	0.05547511	0.07098493	0.11956318	0.008461756	0.020221483	0.0033418778	0.0015305224
a41	0.025827209	0.08740216	0.4057923	0.17953369	0.053336345	0.092964515	0.010292351	0.037313577	0.033593144	0.07394466
a35	0.010873149	0.09764563	0.65213233	0.01954954	0.081872694	0.052857995	0.0048188744	0.017703542	0.030268539	0.032277636
a20	0.004444969	0.06916329	0.73073244	0.0061926497	0.077410735	0.035103533	0.0019638212	0.0055366433	0.028145475	0.041306507
a31	0.0020574278	0.063105166	0.79312104	0.0015463966	0.1013054	0.026194343	0.0007124487	0.0022563175	0.005426124	0.004275412
a37	0.0004618881	0.05631059	0.8147559	0.010743829	0.07221764	0.0048340363	0.00034378254	0.0010349093	0.001868369	0.03742903
a2	0.019303266	0.0719218	0.6398594	0.052986156	0.05981795	0.09719508	0.008238577	0.018071735	0.019637559	0.0129684955
a20	0.009748681	0.021910891	0.118775986	0.1685742	0.011817495	0.03615574	0.015592096	0.024438722	0.04306512	0.5499211
a0	0.007581349	0.052177444	0.7886838	0.018839814	0.05839995	0.026812548	0.0014583138	0.0052301404	0.020357998	0.020458573
a31	0.002917888	0.015372979	0.16854663	0.028853415	0.010454038	0.0079034325	0.002687555	0.009028078	0.043074556	0.71116143
a16	0.0012381532	0.06838169	0.6578238	0.03761096	0.045893565	0.016707567	0.0020479565	0.006344155	0.013234857	0.15071723
a31	0.03070888	0.049071483	0.48240423	0.22231914	0.045604594	0.040439177	0.0062152636	0.02134972	0.034358867	0.067528695
a20	0.00046036343	0.008310613	0.063760646	0.023619305	0.004259867	0.0033918908	0.0014527108	0.0031316835	0.022384932	0.86922795
</S>	0.07179217	0.06624511	0.4487841	0.2146842	0.062041506	0.046185914	0.0073361765	0.026428873	0.026576003	0.029925974
