 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
a8	3.305192e-07	2.7466976e-08	3.0914114e-07	0.0002320209	3.139811e-10	5.268437e-05	0.99881315	0.0009004015	1.0614194e-06	2.0561768e-12
a31	0.009086003	3.520876e-05	2.9277631e-05	0.004223252	6.210378e-06	0.20297903	0.7759758	0.0035728193	0.0020184994	0.0020739113
a3	0.0023896606	3.0978754e-05	6.4673666e-05	0.0020970544	6.296619e-07	0.7642044	0.08519504	0.0064295097	0.12919769	0.010390428
a20	0.0039117024	0.0008964045	0.00051911216	0.0004236393	0.00010316396	0.0058939075	0.98761535	0.00030681276	0.00031447588	1.550614e-05
a31	0.019612506	0.032071117	0.0002418035	0.0007744767	6.5609015e-06	0.48756462	0.45812112	0.00035010302	0.0012515116	6.1443343e-06
a24	0.01522239	0.016278248	0.00041643786	0.009436347	9.1567586e-07	0.7819348	0.15893362	0.0015938533	0.016011655	0.00017175621
a31	0.12237636	0.705908	0.001213568	0.0020318965	0.00032810005	0.07937024	0.08434801	0.0035133392	0.00091039616	1.5738199e-07
a17	0.40052134	0.052596748	5.853713e-05	0.00034790346	7.188187e-06	0.3053813	0.19760562	0.0033792874	0.03988948	0.00021256236
a31	0.18997543	0.11610097	0.003654669	0.004813929	0.0043178927	0.18725906	0.46416587	0.011665929	0.016806614	0.0012396935
a17	0.40046582	0.0968578	0.0002353897	0.0013701905	0.00013585879	0.2226177	0.19134659	0.015091111	0.06715251	0.00472704
a20	0.06425302	0.08815934	0.04766614	0.03726503	0.16246292	0.11273124	0.3934979	0.04425162	0.046850417	0.0028624304
a41	0.056579396	0.070051186	0.02386046	0.026919909	0.07825687	0.27691662	0.3120815	0.04334962	0.10670403	0.0052804793
a31	0.046376556	0.051826145	0.03448089	0.026591482	0.12445447	0.24054937	0.14777216	0.053733177	0.2684244	0.005791412
a17	0.101081274	0.042585123	0.0017629942	0.007158102	0.0025453637	0.38655302	0.019708088	0.0143613815	0.19917884	0.22506577
a31	0.047923096	0.05015031	0.0537035	0.027401762	0.1530623	0.2118051	0.15594709	0.07629513	0.21987572	0.0038359917
a24	0.04284958	0.017024115	0.005824039	0.012231019	0.011544786	0.5508101	0.040071893	0.018101592	0.24110764	0.060435273
a31	0.043896224	0.037637897	0.123016685	0.046575923	0.21617936	0.1442077	0.1455165	0.12725656	0.1126075	0.0031057543
a32	0.009230781	0.0050272504	0.012136859	0.012475393	0.04737282	0.37520385	0.0220767	0.015216675	0.37487793	0.12638173
a31	0.040136125	0.028143074	0.21561922	0.080003805	0.3315298	0.07478053	0.059016176	0.13619171	0.032432016	0.0021475386
a20	0.0038673624	0.0019962706	0.030739792	0.020937076	0.13663322	0.2942209	0.01494681	0.017349407	0.2735014	0.20580776
a31	0.03599503	0.021857802	0.20984381	0.0758742	0.35536385	0.06535297	0.059537277	0.13648418	0.036805566	0.00288534
a46	0.003785137	0.0017898692	0.09090536	0.047726672	0.39494374	0.15989286	0.010027862	0.022366006	0.10617669	0.16238578
a33	0.031957872	0.017591419	0.19481419	0.067409314	0.4353773	0.05547947	0.034179144	0.11745443	0.041590817	0.0041459906
</S>	0.022009226	0.0075158053	0.30857697	0.17170638	0.38637456	0.03237106	0.010659356	0.045997307	0.0036568998	0.011132389
