 	il	ladro	è	entrato	da	qui	</S>
a31	7.9992016e-05	0.17139867	0.048553206	0.025698788	0.7542693	1.0194449e-07	1.6380783e-08
a17	0.021457724	0.9640058	0.0023994271	0.002985727	0.009147065	4.0666932e-06	3.6113892e-07
a37	0.017118955	0.95715445	0.0035252215	0.00013713088	0.021914896	0.00013933555	1.0033805e-05
a35	0.006781311	0.9623505	0.0014795269	0.0039894404	0.025272159	0.00012711824	7.576069e-09
a18	0.020304883	0.9749181	0.0011452578	0.0008949175	0.0023105596	0.00042564256	7.0256743e-07
a31	0.039764225	0.9578189	0.0009961426	0.00027885937	0.0006564993	0.00046829422	1.7154052e-05
a24	0.18152045	0.81819314	0.00011422122	2.942443e-05	0.00014156535	9.4215835e-07	1.4715646e-07
a31	0.4066167	0.43870568	0.028495116	0.0192712	0.06158339	0.044879332	0.00044862358
a16	0.6824166	0.2897557	0.0012026399	0.004394747	0.009303062	0.008798979	0.004128398
a31	0.20833991	0.11993337	0.09053106	0.10256953	0.261982	0.19965708	0.016986968
a46	0.16982755	0.2991551	0.020898188	0.03909479	0.11788307	0.15506062	0.19808069
a31	0.11598211	0.05775304	0.12788501	0.15861873	0.31810617	0.19675604	0.024898946
a46	0.0525305	0.16504872	0.019790199	0.04020134	0.14069718	0.29570433	0.28602773
a31	0.10410082	0.05267568	0.11364424	0.14979732	0.30085802	0.23611622	0.04280774
a35	0.019670969	0.06927141	0.016363276	0.036330994	0.14228655	0.4468593	0.2692175
a31	0.073511995	0.05560204	0.06881709	0.09549407	0.21757613	0.37137622	0.11762248
a8	0.011701442	0.040571366	0.017629862	0.03191254	0.13891524	0.6062945	0.152975
a31	0.05014723	0.054147158	0.053010363	0.06751968	0.14715534	0.4674849	0.1605353
</S>	0.015433173	0.047321282	0.026717104	0.039885074	0.124547616	0.62199813	0.12409767
