 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.011295169	0.9886962	8.104087e-06	5.285466e-07	4.4785587e-08	4.9967626e-09	5.842451e-10
a8	0.0046828235	0.21956077	0.00013503223	0.004188431	0.47209224	0.13229413	0.16704656
a20	0.022526879	0.96415895	0.0049192505	0.004027126	0.0041131675	0.00025436914	2.5912365e-07
a8	0.04548894	0.18502015	0.00015911287	0.2347186	0.013364485	0.52110916	0.00013952587
a31	0.0727262	0.9006608	0.00012966126	0.025349356	0.0011221664	1.1653764e-05	6.170219e-10
a37	0.02807059	0.96395266	0.00014875058	0.0024525095	0.0028474499	0.0025279897	2.743638e-07
a10	0.011742568	0.04388752	0.0035986954	0.05375381	0.012961279	0.8739953	6.079735e-05
a31	0.04153091	0.12214141	0.05824453	0.08560389	0.53539646	0.15695776	0.00012500148
a21	0.013123058	0.11464169	0.005869539	0.050926816	0.21158229	0.57841945	0.025437163
a31	0.02922102	0.039217032	0.0938742	0.44748268	0.091318116	0.29351825	0.005368686
a10	0.018785913	0.077807434	0.039704423	0.2669885	0.3490742	0.10234509	0.14529447
a17	0.088732585	0.06277678	0.15790083	0.43233255	0.10815751	0.14876917	0.0013306171
a20	0.12556952	0.06890929	0.3298163	0.22576226	0.2016482	0.04015767	0.008136734
a31	0.061320804	0.056694224	0.27465567	0.3915281	0.09971101	0.10937203	0.0067182644
a39	0.025255423	0.021180775	0.14913905	0.08268799	0.2176222	0.034487862	0.46962672
a31	0.15272452	0.08939878	0.30309063	0.24252754	0.15905371	0.05094367	0.0022611765
a8	0.03331669	0.014050328	0.4497767	0.021609247	0.28048536	0.019773403	0.18098827
a39	0.16683468	0.09093811	0.37157607	0.16732025	0.14794339	0.052461877	0.0029256586
a8	0.10948518	0.03932311	0.58252543	0.031657286	0.20209002	0.014406323	0.020512648
</S>	0.11180259	0.07771558	0.54337925	0.088902	0.13026713	0.027044246	0.020889126
