 	non	ha	che	li	aspettiamo	</S>
a46	1.0465956e-05	2.500765e-06	0.0001938958	4.330043e-06	0.9997888	8.5880586e-10
a31	0.0006202505	0.0003318806	0.06978308	0.22335227	0.11186026	0.59405226
a15	7.735645e-05	6.619153e-05	0.008739066	0.059637047	0.9056859	0.02579439
a31	0.0931423	0.002358349	0.00485998	0.016743867	0.8827253	0.00017024127
a28	0.13300847	0.10261262	0.47446036	0.1547183	0.11296866	0.022231614
a20	0.8389556	0.045018528	0.010690896	0.01878662	0.086544655	3.6516944e-06
a11	0.3759991	0.5181943	0.022537097	0.0108817	0.072308995	7.877758e-05
a31	0.17524593	0.44995505	0.16650584	0.05390572	0.14704491	0.007342579
a11	0.1474254	0.14538397	0.16354808	0.05163074	0.13061677	0.36139503
a31	0.021323157	0.029765526	0.07900645	0.09865012	0.7521166	0.019138178
a46	0.008073385	0.021492379	0.03927113	0.08791974	0.29490304	0.5483403
a31	0.04651602	0.03397866	0.18587562	0.35856608	0.36832732	0.0067363135
a11	0.003798449	0.014461354	0.020392189	0.13074754	0.54254615	0.28805432
a31	0.055397578	0.026676847	0.19193615	0.4096377	0.31239432	0.0039573745
a11	0.0020662858	0.003703772	0.007882508	0.1306609	0.8129109	0.042775627
a46	0.064323284	0.022135409	0.19727571	0.4163553	0.2956298	0.004280487
</S>	0.041899603	0.015258965	0.13420479	0.5132362	0.28345475	0.01194568
