 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.9616217	0.0002314205	0.038124204	2.0867032e-05	5.5140447e-07	1.0961146e-06
a31	0.13496077	0.011254412	0.19265163	0.011904965	0.020144345	0.6290839
a8	0.0003439671	0.008389891	0.22071959	0.61154264	0.14345695	0.0155470185
a31	0.117929846	0.03651398	0.8286524	0.016209614	0.0006886295	5.56787e-06
a15	0.14938618	0.00053970667	0.711405	0.13416494	0.0037315143	0.0007726577
a13	0.77837056	0.015289637	0.14102854	0.04066765	0.024615137	2.843895e-05
a24	0.9472398	0.009620217	0.003599739	0.004463663	0.03445103	0.0006254517
a31	0.4934081	0.049290627	0.017621567	0.035684787	0.35413468	0.049860094
a18	0.21862282	0.05789566	0.014986432	0.022545297	0.05884629	0.6271035
a31	0.013860294	0.3717002	0.031484436	0.045459636	0.40374964	0.13374576
a20	0.0032255389	0.0677967	0.0043544983	0.019091941	0.059423912	0.84610736
a11	0.005998121	0.62857497	0.034287866	0.025519451	0.25648448	0.049135093
a8	0.0032486655	0.6583045	0.019533655	0.021730704	0.13045391	0.16672856
a31	0.0054508047	0.47181833	0.018020457	0.024540013	0.3427793	0.13739108
a8	0.0019829883	0.045615576	0.0019703046	0.0058901696	0.02464326	0.91989774
a31	0.003933553	0.444574	0.021244707	0.026972998	0.39917558	0.10409905
</S>	0.0012882405	0.048795115	0.0022831527	0.011593717	0.06138521	0.87465453
