 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	2.5340827e-05	0.00012354356	0.15199433	0.31599155	7.362479e-08	5.7421978e-05	0.40168673	0.12995155	0.00016941199	3.1209964e-09
a39	0.0001746448	0.04100826	0.33296347	0.078963704	1.6469841e-05	0.0053763175	0.058051225	0.20468904	0.27866036	9.65439e-05
a31	0.0056040497	0.021938965	0.020919826	0.019141892	0.013251921	0.0125995325	0.8302665	0.06023238	0.016040636	4.3160394e-06
a14	0.000100642355	0.0018150929	0.059516903	0.0037277169	6.2768404e-09	0.006281467	0.014778889	0.21338269	0.7003966	1.632697e-08
a41	0.08892816	0.020715289	0.006076905	0.026955536	0.0015440854	0.72058713	0.11542496	0.015668659	0.004098939	3.6626847e-07
a33	0.090484455	0.08883964	0.029427785	0.045868695	0.0029537515	0.5046938	0.15183517	0.0664546	0.01942652	1.5622998e-05
a20	0.35337204	0.04576069	0.012788486	0.008585552	0.0041121882	0.503389	0.0322641	0.014314467	0.02531157	0.00010196937
a31	0.73825413	0.008488901	0.005377942	0.0027393992	0.0010933644	0.20831388	0.020561391	0.00856284	0.0065592895	4.874296e-05
a10	0.32657614	0.021234214	0.02926233	0.031238955	0.00013540883	0.5708561	0.00763138	0.005091014	0.0058389218	0.0021355615
a31	0.07967439	0.023219118	0.028709674	0.029724326	0.012436999	0.3168195	0.16664456	0.1456662	0.19456775	0.002537562
a46	0.040387165	0.025376046	0.0634814	0.109518774	0.0022160586	0.37567514	0.051576696	0.044678852	0.23085406	0.056235753
a31	0.057678327	0.060444813	0.04800168	0.034704685	0.06250268	0.17481478	0.23682429	0.22186346	0.100391105	0.00277425
a39	0.007619023	0.027262224	0.053471252	0.092410855	0.007815676	0.20022193	0.050141957	0.06622153	0.35795197	0.13688359
a28	0.051813327	0.06872735	0.05315511	0.040355638	0.07110992	0.13670611	0.2248529	0.23547994	0.11360718	0.004192478
a21	0.014435388	0.10187676	0.086183794	0.063963175	0.1025705	0.056459725	0.16803138	0.24597049	0.1058525	0.0546563
a24	0.037880905	0.105971575	0.11391782	0.09981998	0.0920789	0.10493385	0.13184465	0.1433792	0.15288407	0.017289018
a46	0.0382052	0.073497534	0.081248626	0.08704376	0.055049088	0.0142249465	0.10737441	0.14077032	0.34910685	0.053479288
a20	0.019396042	0.056259986	0.051435996	0.04509028	0.049231313	0.03646612	0.07938296	0.17695656	0.3537326	0.13204817
a31	0.06326456	0.048806928	0.05608678	0.04787319	0.037443366	0.14762436	0.1028523	0.09768557	0.3365677	0.06179527
a14	0.013978994	0.023288729	0.032548014	0.036495082	0.010033782	0.13605912	0.015316559	0.01903763	0.05061484	0.66262734
a17	0.036864024	0.081021905	0.071514845	0.059295267	0.08129803	0.020837795	0.17497298	0.2623216	0.19911464	0.012758934
a31	0.004617572	0.078263484	0.067211136	0.055254612	0.08003135	0.014922666	0.055743266	0.17794378	0.17644593	0.28956622
a11	0.010528028	0.0984052	0.13367325	0.1668039	0.06294501	0.20794033	0.03891044	0.048389528	0.048932713	0.1834716
a18	0.018092928	0.1259294	0.101568624	0.08771521	0.12953195	0.0054087443	0.15336631	0.2585129	0.09867073	0.021203166
a6	0.008404034	0.08024677	0.061287835	0.041224997	0.08752925	0.0016100701	0.09883715	0.24235776	0.21093282	0.16756925
a8	0.008216996	0.0617195	0.059261035	0.050548412	0.060248442	0.004074404	0.067956954	0.18735892	0.30052975	0.20008555
a31	0.017953789	0.09473812	0.090910114	0.08223858	0.086935915	0.0069155847	0.07744519	0.1667022	0.28177065	0.09438989
a24	0.0054856325	0.044991966	0.055118833	0.06919656	0.029356059	0.075451575	0.011857337	0.018256113	0.032396775	0.65788907
a37	0.020327218	0.1142086	0.10029058	0.08607554	0.11614326	0.00075738627	0.12223129	0.25527892	0.15477459	0.029912602
a38	0.0048009465	0.0856039	0.06724653	0.050816145	0.09199985	0.0016211247	0.05632747	0.18073532	0.16255532	0.29829335
a31	0.01741032	0.10431125	0.10742628	0.095950164	0.09615811	0.0010998732	0.07209659	0.14141688	0.24603063	0.118099906
a11	0.0015584675	0.015004062	0.017210979	0.022229007	0.010211902	0.014686786	0.003098808	0.0059135216	0.023983598	0.8861029
a31	0.018550286	0.13233963	0.11581225	0.09522686	0.14058542	0.00024717083	0.11043778	0.24506536	0.11405878	0.027676405
a8	0.0007929962	0.01601781	0.018247891	0.025245562	0.012160052	0.0065241726	0.0028424324	0.008334049	0.05653045	0.8533045
a10	0.023356713	0.15261605	0.11965864	0.09148754	0.1738317	0.00024204116	0.13907205	0.23653997	0.051950056	0.011245207
a18	0.002660687	0.08803239	0.08139977	0.06935717	0.095476754	0.00025305504	0.0334141	0.12133169	0.06824049	0.43983394
a31	0.019734548	0.15901686	0.16087608	0.11770479	0.16265985	7.7154e-05	0.058075104	0.15308681	0.08194166	0.08682715
a11	0.0004386519	0.0074765263	0.008532893	0.012410616	0.0055276803	0.0027469867	0.0011931177	0.0032970272	0.026511831	0.93186474
a10	0.017878197	0.15641426	0.13724352	0.108294785	0.17056349	7.0664115e-05	0.09403273	0.22129469	0.0690134	0.025194352
a1	0.0026228589	0.081672035	0.069515035	0.052654896	0.09221807	8.533609e-05	0.034690626	0.14497535	0.09530199	0.42626384
a41	0.027603643	0.15353134	0.14348881	0.08489603	0.17297629	6.4005144e-05	0.063741915	0.22937208	0.0737942	0.05053171
a31	0.0019235885	0.05294331	0.052287746	0.024709366	0.069414206	9.823801e-06	0.01003353	0.10487311	0.0326937	0.6511116
a8	0.0021891962	0.02349693	0.025809553	0.03618293	0.016254582	0.009617295	0.0035030325	0.006335936	0.014143852	0.8624667
a31	0.01312719	0.15447727	0.13172565	0.103726916	0.17126435	4.114245e-05	0.079025745	0.23148571	0.081314795	0.033811256
a37	0.00078773993	0.01574538	0.017211309	0.028864965	0.011776057	0.0015135104	0.001771336	0.004251117	0.021572603	0.89650595
a8	0.010189354	0.170147	0.15289441	0.11896605	0.18708853	2.3938137e-05	0.057143267	0.19073941	0.05742345	0.055384587
a39	0.0018003931	0.06085818	0.053065125	0.046515986	0.065438144	4.8495225e-05	0.018065928	0.08832792	0.08881806	0.5770617
