 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.00043543876	0.0017991613	3.89596e-06	0.004962118	0.00020121237	0.5512626	0.42266488	0.01867064	7.5926393e-10
a29	0.0017706162	0.025535649	0.00048714475	0.020906726	0.0077362745	0.446877	0.2930853	0.20306005	0.0005412366
a31	0.09006381	0.3131866	0.0069933343	0.11562999	0.17116572	0.2627352	0.02574245	0.014481931	1.049116e-06
a20	0.0010220413	0.0020010464	0.001497695	0.024384655	0.002837335	0.07240551	0.33810955	0.55773926	2.9173434e-06
a31	0.40252948	0.07890271	0.058578555	0.14724246	0.2164935	0.080938384	0.00905807	0.006256172	7.132926e-07
a28	0.034959044	0.0063767605	0.00085371744	0.008810707	0.006578769	0.12620665	0.2762225	0.5396996	0.00029216145
a3	0.2339874	0.037787125	0.42797703	0.16902316	0.053933065	0.031863645	0.026886864	0.018531462	1.0232115e-05
a35	0.030638594	0.049306843	0.48633108	0.20820981	0.02665661	0.03794119	0.09708415	0.063787736	4.4007385e-05
a31	0.038761284	0.032249644	0.18046536	0.4144435	0.091821045	0.08250161	0.09121403	0.068277985	0.00026559093
a20	0.03915401	0.003427066	0.013730879	0.12314945	0.43912426	0.22027467	0.058783777	0.053908736	0.04844711
a31	0.029201454	0.058429785	0.25000402	0.25136793	0.040929366	0.04369528	0.18563308	0.1403751	0.00036400682
a28	0.006673554	0.006547605	0.025770614	0.15258773	0.23537976	0.17452256	0.07970571	0.15507895	0.1637335
a13	0.029444795	0.09823856	0.15580371	0.22624522	0.049379658	0.050062284	0.18243854	0.20667115	0.001716105
a41	0.031206558	0.13921516	0.114284106	0.22997057	0.04479951	0.048966758	0.21130942	0.17913546	0.0011125327
a28	0.024117613	0.17653103	0.08647869	0.19112329	0.06470728	0.061886527	0.16573295	0.22708653	0.0023360604
a31	0.01243055	0.11343441	0.04481734	0.19435515	0.11497799	0.10093108	0.11347485	0.2815386	0.024039978
a20	0.0069411756	0.008158073	0.039154254	0.18967089	0.2726392	0.14646026	0.057066172	0.031213902	0.2486961
a31	0.019315183	0.23646621	0.039568964	0.10059364	0.07241803	0.06677745	0.12839533	0.32051292	0.01595227
a24	0.00630351	0.021262085	0.028683873	0.072746485	0.14387822	0.070055746	0.030647865	0.061523106	0.56489915
a46	0.017170984	0.2320421	0.031509705	0.084794424	0.082301594	0.07628922	0.11952153	0.3439128	0.012457632
</S>	0.013554887	0.24431524	0.033576332	0.07139585	0.113607354	0.08359687	0.11678039	0.26647633	0.05669672
