 	il	ladro	poteva	entrare	da	qui	</S>
a39	8.632681e-05	0.0022343125	0.93002737	0.014029875	0.053621862	1.7658402e-07	8.590197e-09
a46	0.009814849	0.9255901	0.043154974	9.945806e-05	0.0016766696	0.00026081596	0.019403141
a31	0.008826682	0.9856257	0.0037993183	2.7025333e-05	0.0001340599	0.0014398365	0.00014744156
a35	0.010555566	0.19688252	0.73876977	0.028874835	0.022677999	0.0016918099	0.0005475573
a31	0.33313683	0.5176583	0.13910922	0.008307185	0.0017493992	3.894045e-05	1.14406774e-07
a20	0.040499352	0.83439595	0.122791216	0.0017504254	0.00027902194	0.00025301726	3.0925246e-05
a31	0.38479343	0.4163874	0.12168153	0.051591914	0.023908038	0.0014884814	0.00014913466
a39	0.2285403	0.7299427	0.037478246	0.00077426666	0.0007669343	0.0010814625	0.0014161633
a3	0.20981498	0.116444334	0.20156938	0.348485	0.1091275	0.00876394	0.0057949373
a31	0.058184464	0.09569451	0.072510056	0.3404365	0.26942718	0.14385186	0.019895485
a7	0.031172069	0.14497541	0.08788481	0.026737364	0.09609662	0.116067514	0.49706623
a10	0.08689745	0.12789856	0.06446631	0.3161855	0.37674612	0.022786386	0.005019716
a31	0.093523495	0.19186112	0.08137247	0.0951741	0.47415623	0.04350324	0.020409334
a11	0.029454919	0.20104428	0.15446283	0.058239367	0.1517619	0.14057986	0.2644568
a18	0.18651043	0.16935979	0.07087855	0.11729226	0.41936162	0.02931237	0.0072849873
a28	0.16690072	0.20130214	0.09157649	0.07642083	0.34070703	0.088771075	0.034321666
a31	0.13632797	0.17228416	0.098186	0.11674282	0.3043654	0.14033602	0.031757623
a11	0.0064045014	0.02463407	0.022750521	0.07020753	0.019845273	0.39650238	0.4596557
a13	0.23934804	0.19432533	0.096139774	0.04976835	0.34738117	0.057540916	0.015496396
a31	0.11189334	0.122159585	0.058508053	0.035601433	0.207072	0.3697798	0.09498581
a20	0.0024261957	0.006655274	0.007055519	0.036598407	0.005359073	0.4540638	0.48784173
a31	0.229271	0.19805701	0.1017371	0.03484897	0.30612525	0.102718465	0.027242258
a8	0.0015292435	0.0029216062	0.0041698446	0.013840577	0.002641962	0.6899154	0.28498128
</S>	0.28152	0.2216217	0.10943562	0.016495742	0.2912659	0.059763677	0.01989737
