 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.99883395	2.0585237e-06	0.0004331047	3.479339e-05	0.0003733973	0.00032277917	9.540271e-12
a31	0.0012038808	5.509474e-06	0.7900057	0.0032590453	0.062509075	0.13727264	0.005744161
a37	0.0005959306	1.687203e-06	0.60031056	0.036016315	0.10457862	0.13445985	0.12403702
a31	0.042526387	0.0019001462	0.16814268	0.20251186	0.048309173	0.5336734	0.0029363611
a13	0.015338695	4.355664e-05	0.65989155	0.15260117	0.03675891	0.11583848	0.019527622
a31	0.12833613	0.108778045	0.090366594	0.20388561	0.14408936	0.32443705	0.00010719085
a43	0.036364578	0.020448115	0.14141536	0.19189003	0.119464904	0.4887098	0.0017072114
a31	0.18320583	0.13191026	0.06226935	0.022380603	0.1077945	0.4903651	0.0020743492
a20	0.025204385	0.015347258	0.09580669	0.023433726	0.09081812	0.7077551	0.04163472
a31	0.039811388	0.18302023	0.11976239	0.014768265	0.1918631	0.44486687	0.0059076413
a11	0.012167835	0.03496659	0.19443674	0.0053539407	0.120022304	0.37448856	0.25856405
a31	0.038850795	0.22813231	0.114559315	0.011057302	0.21088403	0.3855366	0.010979622
a30	0.041096862	0.16049881	0.2509236	0.006424284	0.1470784	0.22891651	0.16506158
a31	0.051470786	0.31509945	0.092269234	0.0060523315	0.21077488	0.30336866	0.020964582
a42	0.0931283	0.42172518	0.17959611	0.006555233	0.12746622	0.112797335	0.058731534
a20	0.2304917	0.35719362	0.19854057	0.0052806963	0.07293874	0.048142873	0.08741175
a31	0.07469825	0.40862367	0.0887733	0.0037052426	0.17054737	0.23203988	0.021612355
a20	0.14495377	0.410287	0.19070335	0.0065269736	0.100235075	0.08690704	0.06038678
</S>	0.088849135	0.23426875	0.10344846	0.006543876	0.13018192	0.38950765	0.047200225
