 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	1.9448942e-08	0.0035320264	2.4448228e-09	6.71583e-06	0.19247234	0.8039342	5.4632776e-05	4.951771e-12
a31	3.433803e-05	0.02672756	0.00017131823	0.9051027	0.0005324428	0.0009683363	0.06542548	0.0010377117
a29	0.0013327764	0.0068685454	4.7420606e-05	0.39842767	0.0024259526	0.0035396812	0.58415633	0.0032015843
a46	0.008359627	0.011355753	0.00063363946	0.055951346	0.2808071	0.6303132	0.012578925	3.6275802e-07
a11	0.031339902	0.03665841	0.003998193	0.12979454	0.12470439	0.6017689	0.07162243	0.00011326247
a20	0.0040968284	0.6771304	0.055716515	0.078021966	0.08299369	0.0959016	0.005842528	0.00029655173
a8	0.002090296	0.57940567	0.20018607	0.03564009	0.11821493	0.062171083	0.0022516937	4.0135325e-05
a31	0.002834858	0.27738446	0.48210236	0.017440148	0.15161505	0.06258426	0.005996566	4.228363e-05
a38	6.844105e-05	0.029768264	0.3551908	0.3123416	0.20503074	0.08648617	0.009356228	0.0017576948
a31	0.012318249	0.052664425	0.47528368	0.04763457	0.15672056	0.055446286	0.19981872	0.00011343114
a24	0.002571495	0.010515609	0.24710508	0.29539132	0.10040037	0.11195821	0.1683846	0.06367336
a37	0.030327696	0.06367365	0.3812122	0.04806589	0.26719442	0.060363322	0.14909881	6.405502e-05
a15	0.04296425	0.03013996	0.14195712	0.09445737	0.25370193	0.098707005	0.33429605	0.003776317
a31	0.030604545	0.025271552	0.24509802	0.059243932	0.18339609	0.123602875	0.3315002	0.001282829
a20	0.006950952	0.014181723	0.28460303	0.26224667	0.11599058	0.087720975	0.12847058	0.099835575
a31	0.079447255	0.026680805	0.12837748	0.06497927	0.42161444	0.111308336	0.16705313	0.00053930236
a37	0.082975954	0.009498693	0.05254008	0.09520818	0.17812142	0.1971056	0.24210948	0.14244063
a46	0.1613018	0.025355883	0.07975068	0.08204302	0.41440254	0.10153495	0.13492362	0.0006875325
a20	0.3353505	0.019688832	0.03695235	0.18837792	0.20481412	0.053800434	0.14944614	0.011569636
a24	0.15367556	0.0090181	0.082410395	0.03991153	0.2687096	0.16136701	0.28201824	0.0028895678
a31	0.2816823	0.00392123	0.05847588	0.035061263	0.17308536	0.0579085	0.35996103	0.02990445
a17	0.017911358	0.007338384	0.19230755	0.05395798	0.12971523	0.060738955	0.039460696	0.4985699
a20	0.35248986	0.010098081	0.025066014	0.07111807	0.23607641	0.096050955	0.20488286	0.004217721
a38	0.48398337	0.0053572785	0.0144671155	0.08392447	0.10494669	0.049239222	0.16473415	0.09334774
a31	0.30729693	0.003874685	0.038861275	0.056563396	0.17126012	0.11903373	0.2489211	0.0541888
a17	0.04296075	0.004875111	0.06903089	0.03774622	0.112219796	0.04704644	0.02313698	0.6629838
a31	0.5649185	0.004667183	0.011389512	0.06055267	0.10575735	0.06708999	0.17603555	0.009589173
a37	0.12819418	0.0055871923	0.019191219	0.048116405	0.072304145	0.04064638	0.03228464	0.65367573
</S>	0.62400794	0.0030324399	0.009569513	0.04756392	0.08212384	0.060774844	0.1609219	0.012005596
