 	il	morto	si	piange	</S>
a20	0.9803858	0.019143822	0.0004245714	4.5821314e-05	5.688657e-08
a31	0.028527971	0.060118917	0.7403743	0.15757333	0.0134055065
a18	0.0060260505	0.00075576216	0.46103507	0.44494036	0.08724279
a15	0.21453375	0.6734885	0.082695454	0.027886039	0.0013963066
a31	0.19926268	0.05483867	0.546305	0.19947515	0.00011849298
a15	0.6818777	0.10852667	0.1378233	0.07143519	0.0003371535
a31	0.056924805	0.7865485	0.045469563	0.10976986	0.0012872737
a29	0.017941134	0.928672	0.02464054	0.022082198	0.00666403
a31	0.06613379	0.30865344	0.14198896	0.4456957	0.037528146
a0	0.009871207	0.44803128	0.29798824	0.10189644	0.14221281
a31	0.044103898	0.15393186	0.38375428	0.36479566	0.05341428
a13	0.0017387111	0.025119947	0.20167354	0.40440243	0.36706534
a18	0.21251732	0.3305576	0.23030104	0.21535295	0.0112711
a41	0.020119023	0.044226356	0.39397475	0.41911563	0.122564256
a31	0.019582303	0.11461539	0.39191163	0.39665172	0.07723896
a18	0.00013991246	0.003116314	0.014489415	0.17868815	0.8035662
a31	0.03232988	0.07675716	0.3421967	0.5132958	0.0354205
a46	0.00020702873	0.0018294981	0.022474457	0.38995415	0.5855349
a31	0.04127571	0.059942096	0.3373251	0.53141624	0.030040871
a0	0.00027215492	0.0012887745	0.025050994	0.5837034	0.38968468
a31	0.014272289	0.020987457	0.24387509	0.6690655	0.051799662
</S>	0.00064377335	0.0017952345	0.0254821	0.7170769	0.255002
