 	il	lenzuolo	vuole	lavato	</S>
a31	0.38028666	0.6192726	0.0004402221	4.979702e-07	2.7618153e-08
a7	0.035503644	0.81969	0.14462236	0.00018387527	9.5352604e-08
a31	0.2920385	0.5708617	0.131042	0.006057336	4.5223126e-07
a0	0.017014422	0.97909284	0.003891664	1.1001077e-06	1.3650396e-10
a17	0.6849659	0.30973184	0.0050048386	0.00029740648	3.456636e-09
a13	0.6070383	0.3566671	0.034140565	0.0021539168	1.7371762e-07
a31	0.5598096	0.40446463	0.021332638	0.013639643	0.00075342075
a17	0.25688756	0.73784316	0.0037629064	0.0010475575	0.00045875038
a8	0.121843584	0.31215793	0.2625956	0.28431323	0.01908964
a31	0.033734247	0.44244227	0.20068334	0.254381	0.06875909
a24	0.03677434	0.38964453	0.027412018	0.018572127	0.527597
a46	0.030105438	0.29694813	0.31826365	0.31024864	0.044434067
a24	0.013601287	0.15317218	0.30913535	0.33563575	0.18845543
a37	0.023237457	0.35650212	0.15404485	0.19899371	0.26722178
a31	0.0036163884	0.04121593	0.06486914	0.0993294	0.79096913
</S>	0.01726824	0.12604615	0.013157515	0.010131343	0.83339673
