 	era	molto	stanco	</S>
a46	0.99988127	0.00011076682	3.0620472e-06	4.9377786e-06
a8	0.7057754	0.00990271	0.15696345	0.12735847
a37	0.99914706	0.0005785992	0.00027417453	1.118706e-07
a31	0.78680295	0.0010061573	0.21214737	4.3483466e-05
a0	0.9693917	0.003307306	0.027268393	3.26046e-05
a20	0.90854996	0.0029810453	0.08846696	2.0144087e-06
a31	0.680997	0.03997639	0.27600428	0.0030223283
a39	0.8185336	0.019687787	0.14571704	0.016061591
a41	0.13062024	0.046220277	0.06320591	0.7599536
a31	0.2818598	0.013693595	0.03655078	0.6678958
a28	0.54002357	0.22765428	0.0706397	0.16168247
a11	0.009905274	0.07377712	0.019989243	0.89632833
a20	0.024624014	0.11263481	0.032349836	0.8303913
a31	0.022190455	0.44460055	0.043389887	0.4898191
a11	0.00091250194	0.014303257	0.0044012573	0.98038304
</S>	0.042064678	0.41250366	0.048203707	0.49722788
