 	che	vende	buon	pane	</S>
a17	0.97572654	0.005826379	0.015430802	0.00301629	4.552687e-08
a31	0.15474167	0.0022251478	0.18350565	0.045142088	0.61438537
a11	0.039674178	0.00025030877	0.51026917	0.056914598	0.39289165
a39	0.8187991	0.06531887	0.024541317	0.08976246	0.0015782705
a35	0.48198313	0.15623814	0.18342197	0.17833914	1.7638355e-05
a39	0.62445927	0.12608385	0.091559105	0.1578902	7.546202e-06
a31	0.34404722	0.38160414	0.107987665	0.15819336	0.008167599
a24	0.12065277	0.67119896	0.06555711	0.112267785	0.030323267
a18	0.004481139	0.024839452	0.38887355	0.4695184	0.11228749
a31	0.056451004	0.43416172	0.17250496	0.19645944	0.14042278
a13	0.11297007	0.40427	0.17313364	0.23099925	0.078627065
a31	0.0016528481	0.0025328547	0.32163116	0.5516116	0.12257153
a46	0.00395176	0.021609629	0.16013516	0.37008026	0.44422317
a8	0.013234836	0.016636726	0.28202486	0.64714277	0.040960852
</S>	0.007341034	0.014124122	0.21636023	0.72857815	0.033596437
