 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
a31	0.0011650999	9.491818e-06	1.7228365e-08	2.0379942e-07	0.001558483	2.23404e-05	0.90008134	0.05688657	2.9088135e-08	0.040276457	1.235863e-11
a28	0.040142115	0.0006336552	4.392176e-06	0.00056434155	0.24254781	0.01754519	0.3383574	0.07379967	0.0041508195	0.28215024	0.00010443571
a37	0.0064663473	0.0009977556	0.0010809371	0.00031789206	0.234072	0.38675198	0.14726149	0.18868597	0.00016489216	0.034200143	6.037797e-07
a31	0.0047749965	0.0522838	0.0004586618	0.011800413	0.26191425	0.0028428147	0.41927183	0.1400977	0.00027941656	0.10627595	7.110982e-08
a17	0.08745886	0.00024088394	8.029437e-07	0.00013052406	0.022406425	0.00019519174	0.15794455	0.020952826	0.002641447	0.7071016	0.00092690834
a31	0.016898867	0.020027842	0.0025717944	0.003539463	0.18213308	0.049600087	0.6281407	0.045323364	0.00017436175	0.05159032	1.8674403e-07
a28	0.40630972	0.00045363596	6.9285736e-05	0.00046178425	0.038906094	0.0028075087	0.16741012	0.03032189	0.014364659	0.33670947	0.0021858572
a17	0.016979257	0.02168771	0.008996469	0.012073303	0.044742577	0.035249736	0.43118763	0.0684101	0.014057373	0.34646642	0.0001494
a20	0.008347107	0.0036632265	0.0043721013	0.006522982	0.031388476	0.031935338	0.2022483	0.087369256	0.013810887	0.6092419	0.0011003979
a31	0.015455955	0.005270043	0.0049564587	0.005893661	0.048913952	0.04347547	0.24321626	0.07073963	0.0034565642	0.55762583	0.0009961001
a37	0.10445995	0.010191239	0.0011447439	0.0024989035	0.2498034	0.11787668	0.18079035	0.0301138	0.011770752	0.11456318	0.17678703
a31	0.010476339	0.008348465	0.009224742	0.01413913	0.031016773	0.03961272	0.2582344	0.10665553	0.0061501362	0.51554555	0.0005961627
a18	0.023320233	0.01630918	0.001870339	0.0031227006	0.16697988	0.08111926	0.19158812	0.028857293	0.01700429	0.4068998	0.062928915
a8	0.011559456	0.00974558	0.012765886	0.019460307	0.030577214	0.041980047	0.26620644	0.11209513	0.006784799	0.4880832	0.00074197614
a31	0.013388918	0.009165416	0.018587226	0.029118435	0.03274307	0.052954476	0.20627694	0.12379517	0.020465167	0.48922288	0.004282292
a24	0.040857695	0.023466421	0.0037006156	0.0058674584	0.3196001	0.15393803	0.21238959	0.049418017	0.0087456545	0.14223047	0.039785955
a37	0.018744964	0.032185055	0.036346942	0.052749507	0.0450306	0.06756235	0.29687205	0.11476221	0.0047337348	0.32958198	0.0014306036
a31	0.016788006	0.017918378	0.03915918	0.05813551	0.0503387	0.089182034	0.18510327	0.11810523	0.04242362	0.3660665	0.016779523
a30	0.018131826	0.02832487	0.008300761	0.010829029	0.17722455	0.09362343	0.19668677	0.042169023	0.02889734	0.3248526	0.07095977
a24	0.025663918	0.038402703	0.06289661	0.08860243	0.055584833	0.08755321	0.22094741	0.12318396	0.0034466449	0.29142454	0.0022937611
a46	0.030337954	0.04397299	0.080777355	0.101601206	0.068574354	0.10871845	0.1767685	0.120727904	0.012880646	0.24416506	0.011475638
a31	0.02886533	0.026739193	0.06233554	0.090370685	0.05386483	0.072921865	0.12783957	0.1290341	0.01162044	0.39073586	0.0056725754
a8	0.0072537567	0.013142976	0.008019451	0.010024524	0.049184788	0.026232298	0.08397652	0.012724865	0.25030386	0.09061255	0.4485244
a31	0.03510535	0.036363672	0.060608324	0.08262783	0.058775283	0.06476336	0.1406774	0.08656715	0.0015559173	0.42927966	0.0036760576
a3	0.008642616	0.04577296	0.029647265	0.03663668	0.052269295	0.024419468	0.10161675	0.010309133	0.17987123	0.17540331	0.33541134
a39	0.041836187	0.04933031	0.09326649	0.13091451	0.06945573	0.08140416	0.09557733	0.09792465	0.0010718004	0.33487585	0.004343003
a31	0.028481679	0.06155112	0.13767168	0.2138824	0.0699576	0.087774694	0.032525424	0.052948255	0.02183559	0.16699232	0.12637931
a28	0.019055266	0.08732831	0.060450777	0.06909688	0.12493546	0.054423135	0.19491036	0.02063898	0.09793254	0.11217199	0.15905628
a31	0.04655588	0.06777016	0.1277021	0.18154716	0.081328034	0.09399021	0.057152905	0.08614633	0.0011541111	0.24804324	0.008609771
a17	0.006832619	0.047240693	0.042680226	0.059182618	0.036017567	0.017829968	0.048945084	0.00855146	0.19121017	0.14673555	0.394774
</S>	0.05607352	0.07346234	0.11821133	0.15710689	0.09107001	0.08818745	0.061052553	0.07056151	0.0006066469	0.27703187	0.0066359397
