 	mia	figlia	vuole	andare	</S>
a46	0.008190158	0.92302346	0.06863697	0.0001493043	1.0391536e-08
a31	0.029672751	0.05564283	0.0644499	0.25068435	0.5995501
a7	0.0008707925	0.033391573	0.3019377	0.6383891	0.025410842
a20	0.73168623	0.07915154	0.013328796	0.1492812	0.026552232
a31	0.19539112	0.29903382	0.15076008	0.35315213	0.0016628165
a46	0.27825713	0.514845	0.087553404	0.118274055	0.0010704364
a31	0.045744807	0.042190485	0.12339001	0.7874835	0.0011911568
a46	0.100434534	0.08286967	0.22189593	0.5751618	0.019638002
a31	0.013725205	0.007786952	0.1111897	0.7368195	0.13047864
a11	0.03729752	0.010478073	0.0931972	0.5364136	0.3226136
a3	0.18730098	0.036427185	0.1388419	0.5836832	0.053746756
a31	0.10870957	0.025849996	0.097788334	0.6627944	0.10485763
a27	0.0034060553	0.0029348258	0.02037543	0.25992262	0.713361
a0	0.4200709	0.07168226	0.18169352	0.31739005	0.009163274
</S>	0.047334965	0.02028218	0.07462859	0.5818111	0.27594313
