 	hai	già	mangiato	</S>
a31	0.00014280813	0.67369074	0.32616642	1.1065945e-07
a37	0.0016711596	0.010798222	0.9874937	3.6921905e-05
a31	0.11937108	0.15896286	0.72166115	4.872083e-06
a46	0.00023355595	0.019403359	0.9803631	3.379126e-08
a31	0.1675398	0.48290086	0.34954512	1.4192736e-05
a39	0.015874809	0.11486658	0.8692558	2.7937967e-06
a20	0.2777106	0.46070653	0.26143935	0.00014355432
a31	0.25461948	0.41896147	0.32452837	0.0018907138
a46	0.057408962	0.05291491	0.16931003	0.7203661
a31	0.37493235	0.31939182	0.29489693	0.010778862
a18	0.09334717	0.016841838	0.05890009	0.8309109
a24	0.38093978	0.27871612	0.3033048	0.03703929
a46	0.45327985	0.20319659	0.26912096	0.07440262
</S>	0.56735826	0.17703769	0.21707004	0.038534008
