 	non	ho	cosa	a	fare	</S>
a8	0.032224245	0.0040804967	0.905978	0.05506147	0.0026557022	2.2755826e-08
a31	0.0038746858	0.0013709916	0.014385967	0.2512435	0.1920404	0.53708446
a37	0.00086215796	0.003382986	0.35074866	0.38082448	0.08685778	0.17732392
a10	0.20406188	0.56596947	0.14446928	0.01861156	0.05621558	0.010672284
a37	0.12453832	0.51764435	0.2928139	0.018332835	0.04122363	0.005447036
a10	0.3306045	0.39862144	0.12593925	0.056881856	0.0868352	0.0011177321
a0	0.8067444	0.049706914	0.05486447	0.04405268	0.04411432	0.0005172806
a20	0.6808756	0.040243786	0.03918558	0.13731644	0.08934775	0.013030923
a17	0.37663153	0.13507017	0.08766613	0.28678858	0.10759422	0.0062493426
a20	0.056390036	0.05310301	0.1116633	0.5611273	0.21168758	0.0060287095
a8	0.02913797	0.07011658	0.08309641	0.4270974	0.37309027	0.017461361
</S>	0.010881925	0.028572971	0.030883517	0.2607939	0.6165166	0.0523511
