 	il	muro	vuole	uno	specchio	</S>
a46	0.15026672	0.0008921228	0.83997387	0.008865442	1.8950107e-06	1.1435751e-08
a31	0.08359368	0.00199397	0.022026995	0.26026395	0.0066894623	0.6254319
a24	0.008673761	0.008200482	0.6659857	0.23193103	0.00014449733	0.085064575
a37	0.7526998	0.14646822	0.013294489	0.031779744	0.047841612	0.0079161385
a18	0.62743866	0.23887968	0.087332614	0.024791349	0.02079497	0.00076265674
a20	0.5289333	0.030758461	0.069362834	0.09930503	0.26972649	0.0019139618
a41	0.8197606	0.017810926	0.03847891	0.047094986	0.068376675	0.008477856
a31	0.4529442	0.017457342	0.050740596	0.1455351	0.14122713	0.1920957
a11	0.6932833	0.022344291	0.036651134	0.10297042	0.12839054	0.016360397
a31	0.01826236	0.077977404	0.08144948	0.39372098	0.34305725	0.08553254
</S>	0.016242886	0.043240882	0.022251973	0.16963874	0.3757547	0.37287083
