 	sicuramente	stanno	ancora	svegli	</S>
a17	0.7403183	0.25839195	0.0012189725	7.080204e-05	2.3004628e-11
a24	0.14525066	0.20641328	0.030667886	0.6041702	0.013497995
a28	0.013667664	0.09336083	0.006721127	0.8793935	0.0068568764
a37	0.09259373	0.020385012	0.0024526077	0.88453376	3.491734e-05
a18	0.9232525	0.022067495	0.0014169964	0.05302501	0.00023779394
a39	0.75702244	0.09856099	0.010905125	0.1334249	8.6502994e-05
a31	0.74714047	0.12532681	0.028788544	0.09870064	4.3474418e-05
a39	0.946486	0.03650445	0.0010887604	0.015899923	2.0918726e-05
a31	0.09564112	0.21969841	0.10751721	0.5761438	0.0009994687
a46	0.80344373	0.05275465	0.028072333	0.10674431	0.008984946
a31	0.076605126	0.124948755	0.15680993	0.63838446	0.003251711
a18	0.44017112	0.06282958	0.09569551	0.19586533	0.20543851
a31	0.04783416	0.14778069	0.2169091	0.5856657	0.0018103817
a39	0.20535235	0.031209452	0.092963524	0.2855405	0.38493413
a31	0.047535706	0.14513339	0.21987534	0.58534586	0.002109688
a41	0.18952931	0.031663008	0.100487255	0.32663047	0.35168996
a39	0.04879396	0.15079644	0.22520809	0.5728584	0.0023430858
a28	0.065789096	0.08825863	0.27504823	0.52660835	0.04429571
a20	0.12462687	0.091009885	0.18370481	0.5875859	0.013072508
a31	0.10581649	0.060665965	0.18852669	0.5671189	0.07787202
a39	0.25170952	0.030335192	0.04642881	0.09737724	0.5741492
a35	0.050828736	0.11508065	0.2557522	0.5720442	0.0062941485
a31	0.050877064	0.06618719	0.29353446	0.4437633	0.14563803
a11	0.2133299	0.050395805	0.082258865	0.13692488	0.5170905
a18	0.059503935	0.11651171	0.31460527	0.49135643	0.018022614
a24	0.04129431	0.069690354	0.2936826	0.3475228	0.24780995
a31	0.038717546	0.07327119	0.25747603	0.54949385	0.0810414
a18	0.0060456553	0.0013256941	0.003181962	0.0062983986	0.98314834
a31	0.046605606	0.09276039	0.27006283	0.5753751	0.015196066
a18	0.0065874453	0.0021733874	0.0075421785	0.019213855	0.9644832
a15	0.035288833	0.124497674	0.3147825	0.51455843	0.010872564
a8	0.01596153	0.023861608	0.12325596	0.14803267	0.68888825
a39	0.12143365	0.11018597	0.23725821	0.44483784	0.086284384
a31	0.032697394	0.029494587	0.103489965	0.18590987	0.6484082
</S>	0.015653262	0.005769037	0.010146178	0.014313154	0.9541184
