 	tutto	il	cibo	vuole	girato	</S>
a31	0.090208605	0.14751337	0.4516875	0.005589284	0.30500042	7.726691e-07
a8	0.0054678507	0.015241124	0.28888884	0.3349211	0.35517403	0.00030707158
a31	0.039049547	0.39918286	0.19291645	0.07453135	0.29430753	1.2288057e-05
a29	0.0014110259	0.0009058801	0.02096852	0.0042483406	0.97246605	1.1773847e-07
a20	0.6670218	0.19024709	0.036058046	0.0072374907	0.0994335	2.0663535e-06
a39	0.26209053	0.2197649	0.10248514	0.011380609	0.4041966	8.216236e-05
a31	0.764472	0.07748889	0.042313583	0.004269113	0.11131725	0.00013927666
a0	0.97446424	0.0006749146	0.0006729913	0.00056332425	0.023154903	0.00046974837
a31	0.22129112	0.09648135	0.16566083	0.045759145	0.47060275	0.0002047434
a24	0.100986995	0.006201292	0.044860512	0.02970798	0.72735673	0.09088643
a36	0.05491549	0.114437975	0.14318405	0.081370346	0.6055208	0.0005713309
a11	0.05008691	0.20787214	0.2679003	0.185841	0.28781024	0.00048947334
a17	0.03427707	0.049586166	0.12636456	0.05417535	0.73156834	0.0040284386
a31	0.024163269	0.027242409	0.077698834	0.041227516	0.8150548	0.014613216
a6	0.0816546	0.007815917	0.01817488	0.05279323	0.4666586	0.37290272
a31	0.018597526	0.0983017	0.13516672	0.13787472	0.60168505	0.008374304
a24	0.0069506257	0.009896438	0.040274274	0.1279095	0.31648108	0.49848807
a6	0.031013696	0.14591397	0.1674029	0.15072131	0.5005407	0.004407481
a31	0.006859766	0.06412999	0.17005394	0.5677306	0.14099184	0.0502338
a46	0.012601512	0.01667622	0.04293655	0.2686685	0.27112466	0.38799256
a39	0.03558554	0.21331842	0.21615754	0.22214498	0.30842322	0.0043702493
a31	0.0055409935	0.062359672	0.1808896	0.6080168	0.087353155	0.055839803
a41	0.0053250217	0.00900152	0.035391364	0.26461628	0.10458266	0.58108324
a8	0.02457988	0.21331438	0.22869547	0.23176354	0.29567012	0.0059766015
</S>	0.003516988	0.04063718	0.14579085	0.68205774	0.05341077	0.07458649
