 	puoi	non	parlare	di	questo	con	Anna	</S>
a31	0.08650215	0.8072539	0.00030356564	0.062456504	0.039959088	0.0029811736	0.00054356066	1.9543265e-08
a20	0.12940572	0.32265604	0.0018331994	0.239978	0.0064697647	6.80392e-05	0.29954714	4.2142354e-05
a11	0.21188317	0.28489274	0.012531527	0.3462482	0.021194894	0.0020281288	0.12121846	2.8599982e-06
a10	0.72559017	0.18034835	0.009484603	0.04070846	0.035102777	0.006091812	0.002673901	2.0285837e-09
a39	0.4788687	0.15598762	0.0995498	0.097833574	0.14809358	0.00079757953	0.01885553	1.3610243e-05
a7	0.29446682	0.12268462	0.24719536	0.088963516	0.22433655	0.000740551	0.021478066	0.00013454045
a37	0.16060099	0.04222978	0.34596744	0.03591178	0.40712595	0.0003601517	0.0077372994	6.650323e-05
a8	0.07966231	0.02326106	0.39774674	0.019756649	0.46709424	0.00069185445	0.01170158	8.551254e-05
a18	0.033186067	0.014861747	0.44400075	0.020648817	0.4619586	0.0013601687	0.023845628	0.00013818101
a46	0.05963187	0.04344337	0.36967754	0.08490941	0.3991006	0.002105425	0.040567085	0.00056464964
a31	0.05343194	0.055663116	0.3035085	0.15458766	0.24881636	0.017001994	0.16345681	0.0035335554
a18	0.18704861	0.14867984	0.11304065	0.33336657	0.18406336	0.0022674168	0.020255478	0.011278065
a24	0.04052969	0.047415257	0.2893046	0.24015564	0.15413386	0.038879618	0.18794422	0.0016371356
a28	0.05477069	0.059434045	0.23476528	0.20773226	0.08913876	0.095697	0.24647352	0.011988421
a31	0.039605495	0.060666848	0.17011333	0.22508039	0.10139463	0.063582286	0.3166933	0.022863774
a20	0.07416439	0.14898552	0.113022976	0.40427953	0.11987486	0.0073560136	0.053606357	0.078710325
a31	0.059924528	0.0794518	0.16879691	0.26740402	0.061608706	0.1425494	0.21381214	0.0064524882
a3	0.013205825	0.054725386	0.056650568	0.20271648	0.035545386	0.08313534	0.17064889	0.38337204
a31	0.07900238	0.111720905	0.09155554	0.22019364	0.03525572	0.25744012	0.20076607	0.004065585
a20	0.0064940415	0.04174527	0.02009145	0.101500615	0.011704935	0.1762154	0.18802564	0.45422274
a31	0.11463644	0.14190581	0.094714776	0.18877423	0.032119412	0.28347653	0.14122285	0.0031499385
</S>	0.004023032	0.031029271	0.010039257	0.06692904	0.0056547048	0.26826856	0.1880758	0.42598027
