 	si	è	rotta	la	coppa	</S>
a31	0.002533972	2.5594662e-05	0.6812329	0.31620726	3.210161e-07	2.7718852e-09
a20	0.020620372	0.039163947	0.64690876	0.2932352	4.924126e-05	2.2464408e-05
a19	0.9249407	0.06379361	0.002545476	0.006949487	0.0017491671	2.1563046e-05
a18	0.8222316	0.06494953	0.0032293613	0.1029904	0.0065991143	1.27712125e-08
a27	0.64524347	0.016308397	0.00927139	0.17328498	0.06477299	0.09111885
a31	0.011286943	0.001746134	0.008389325	0.16658345	0.092785545	0.7192086
a39	0.25144124	0.0022639218	0.016142657	0.022662815	0.039178047	0.6683113
a31	0.01775396	0.19453208	0.08669273	0.15183318	0.53596896	0.013219109
a46	0.005223857	0.004345207	0.034210082	0.050446343	0.28916118	0.6166133
a31	0.012031353	0.1957817	0.094653174	0.16992314	0.5190851	0.008525502
a20	0.001634548	0.0045560957	0.03810272	0.049359642	0.5717151	0.3346319
</S>	0.010800652	0.17823729	0.071418114	0.16794637	0.5538909	0.017706709
