 	deve	essere	bianco	</S>
a31	0.0054106577	0.07339012	0.92119926	2.449251e-08
a11	1.5658178e-06	6.250805e-06	0.99998784	4.3428454e-06
a31	0.15692897	0.100140534	0.7426963	0.00023418487
a37	2.8180054e-06	0.00072685076	0.9992704	3.6409886e-09
a31	0.41638005	0.28777725	0.29571995	0.00012272227
a37	3.5966943e-05	0.004772798	0.9951906	5.9733776e-07
a31	0.33321407	0.36484578	0.30146325	0.00047697348
a20	0.0018405429	0.014863516	0.9787891	0.0045069633
a31	0.24478029	0.27887642	0.4700151	0.006328153
a0	0.018053232	0.066929735	0.80870724	0.10630983
a31	0.28682712	0.33747712	0.34892508	0.026770713
a20	0.059419047	0.3112704	0.486577	0.14273354
a18	0.40162393	0.48928007	0.10272202	0.006373937
</S>	0.29346526	0.43098652	0.2619376	0.013610685
