 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a20	0.0009106618	6.2611434e-05	1.888159e-08	3.7890524e-05	1.1249401e-09	0.0060028983	0.98995286	2.260698e-07	0.0030327472	1.477407e-08	6.288927e-11
a31	0.3251107	0.00031310838	2.2119892e-05	0.0014418158	0.0028695785	0.11210608	0.55557674	7.596962e-05	0.001681535	5.20549e-05	0.00075030857
a46	0.0071782926	0.0007446844	4.279841e-06	0.023644162	0.056573056	0.40270877	0.20111017	7.0471187e-06	0.12496709	0.09804964	0.08501279
a20	0.09184928	0.0038628045	0.002731734	0.016714295	0.00794302	0.18126829	0.68336415	0.0048807426	0.00246058	0.004819399	0.00010573596
a31	0.0073401253	0.004900847	6.784225e-05	0.0063434322	0.0658076	0.22968397	0.6828449	9.815575e-05	0.0009874859	0.0018773461	4.8246155e-05
a29	0.041676726	0.0020305503	8.829974e-06	0.041066762	0.03333607	0.27338392	0.5586776	8.412485e-06	0.037763663	0.011332739	0.00071470835
a31	0.033479277	0.017118052	0.00577574	0.04388614	0.08592083	0.15495588	0.64793944	0.005866468	0.0031597356	0.0018977922	6.0954767e-07
a37	0.78968364	0.0006470096	1.0828826e-05	0.0021509072	0.002998842	0.10796094	0.08161604	4.061432e-05	0.0026245194	0.012259984	6.663015e-06
a31	0.074334405	0.04854032	0.0075573553	0.027543506	0.11141992	0.3682886	0.34383497	0.006946524	0.00882051	0.0025302654	0.0001836027
a41	0.3204777	0.0028931962	0.00050899544	0.024191502	0.016148191	0.3734323	0.19802734	0.00057429034	0.0046728165	0.03900481	0.020068813
a8	0.044348143	0.04547746	0.035268746	0.06022842	0.3861211	0.15265356	0.15125893	0.023876715	0.082904615	0.015957648	0.0019046323
a31	0.036235146	0.016937805	0.018744692	0.034807596	0.3241599	0.13746442	0.11695928	0.014889613	0.07734268	0.18577066	0.036688183
a20	0.064509206	0.0072761253	0.0010903634	0.03384529	0.011027539	0.59681296	0.26158118	0.0008213761	0.0077604894	0.005313923	0.009961525
a0	0.024087312	0.035728365	0.027549688	0.057143267	0.41664892	0.21485788	0.10541993	0.010198371	0.07622108	0.029980974	0.0021641655
a29	0.022321546	0.016632611	0.030738028	0.05410489	0.32926583	0.1774606	0.082917415	0.009905449	0.09153583	0.15272556	0.032392252
a31	0.042710032	0.015884591	0.015206349	0.035510167	0.36319125	0.17819516	0.1755859	0.012840402	0.05841138	0.08966795	0.012796853
a24	0.014822474	0.016121939	0.0031992192	0.009052136	0.024446594	0.40094918	0.13917762	0.0030397219	0.0044734953	0.11985843	0.26485923
a17	0.025325863	0.01909097	0.037815347	0.05927557	0.5030438	0.08946828	0.06282855	0.014294338	0.12237205	0.062110297	0.0043749237
a8	0.017303232	0.016556658	0.034999695	0.04329273	0.20598878	0.09025913	0.048540026	0.0132010225	0.08889902	0.3391777	0.10178201
a31	0.05099018	0.02999019	0.031445503	0.045577284	0.2181604	0.24425316	0.20325802	0.028863022	0.044223774	0.088109635	0.015128771
a18	0.013882085	0.044364583	0.009622031	0.013866471	0.030811155	0.5599896	0.20898174	0.0094855605	0.0039953417	0.030247144	0.07475427
a38	0.03735461	0.051980443	0.08106827	0.09562128	0.24154468	0.12625855	0.07792943	0.029430717	0.1437678	0.1056451	0.009399074
a31	0.016249685	0.03559804	0.10314931	0.06441782	0.07473636	0.0733772	0.032437284	0.029570673	0.07257184	0.3993372	0.098554626
a8	0.01279521	0.07198962	0.03767682	0.020027442	0.06859287	0.3143199	0.1482886	0.039560884	0.009063059	0.11079183	0.16689378
</S>	0.053403545	0.062778234	0.17525443	0.15935867	0.08609508	0.094084114	0.06911412	0.05436214	0.17999297	0.05879624	0.0067604673
