 	sto	e	cucino	</S>
a31	0.98646426	0.013503713	9.446841e-06	2.2549195e-05
a20	0.98620796	0.013791932	3.07923e-10	1.7032676e-07
a31	0.96584564	0.034154207	1.364176e-09	7.320141e-08
a37	0.9973416	0.0026582775	5.846782e-10	6.098989e-08
a18	0.994888	0.005111983	2.331138e-09	3.6830425e-08
a31	0.9482162	0.05176332	2.3576406e-06	1.80655e-05
a20	0.9526669	0.047318805	4.879402e-07	1.3809016e-05
a31	0.57976705	0.41898784	0.00023227301	0.0010127717
a28	0.76231176	0.18332902	0.010402523	0.043956704
a33	0.31859216	0.66343546	0.009588209	0.00838417
a31	0.26845795	0.22666013	0.3202903	0.1845916
</S>	0.0628271	0.008161736	0.18099324	0.7480179
