 	può	che	sono	ancora	svegli	</S>
a31	3.503278e-06	0.9969035	2.5340019e-06	8.881452e-05	0.0030018415	2.1754225e-09
a7	0.000100022335	0.7768694	1.3153551e-05	0.2158231	0.00687797	0.00031637828
a31	0.00059816334	0.82254964	0.000163694	0.023906793	0.15261081	0.00017092048
a7	0.0002650713	0.8633934	0.00020898275	0.08423311	0.051889885	9.53533e-06
a31	0.0023596568	0.83711976	0.0020092137	0.015580184	0.1429127	1.8433535e-05
a37	0.0044401805	0.7969872	0.0053544343	0.037029393	0.15612788	6.092958e-05
a31	0.40410215	0.09246714	0.25346738	0.18203397	0.067889534	3.9787654e-05
a39	0.40753224	0.036100112	0.2683281	0.18043831	0.10037435	0.0072269305
a31	0.27816665	0.079358585	0.26695183	0.21152246	0.16330187	0.00069866725
a20	0.22663145	0.036031827	0.29048717	0.257566	0.04690557	0.14237796
a31	0.25342324	0.053253103	0.28080946	0.19564521	0.21609126	0.00077776803
a46	0.14954971	0.038614422	0.29962474	0.24472989	0.05053986	0.21694143
a8	0.18182835	0.057173427	0.27348587	0.15269434	0.33336487	0.0014531243
a46	0.25624788	0.046922013	0.31849995	0.23157349	0.14037614	0.00638047
a8	0.13398184	0.0856074	0.27257338	0.13343035	0.36840728	0.0059997933
a31	0.1933645	0.068090335	0.39105475	0.23131949	0.04262097	0.07354987
a20	0.21659325	0.23428306	0.20637058	0.22072145	0.011193857	0.11083774
</S>	0.21828654	0.06683829	0.4054271	0.189616	0.106581904	0.013250133
