 	le	melanzane	vogliono	girate	</S>
a20	0.9905157	0.007934666	0.0010731933	0.0004706735	5.779607e-06
a31	0.16127856	0.00096490484	0.0015807559	0.0005122883	0.8356635
a39	0.011940707	0.0750866	0.005125572	0.005262777	0.9025843
a41	0.24166276	0.0012147244	0.05336744	0.69824183	0.005513295
a18	0.89201516	0.030934123	0.00078974286	0.075126275	0.0011346044
a28	0.03855564	0.025142886	0.01472002	0.92147297	0.00010854964
a13	0.001546987	0.0123874685	0.1497315	0.83619326	0.00014073821
a14	0.0077359453	0.040398717	0.16603889	0.78346664	0.0023598792
a39	0.009837825	0.1276545	0.42217338	0.4302353	0.010098992
a31	0.010237001	0.20061961	0.4944835	0.28437823	0.010281629
a6	0.010093829	0.08867589	0.7534363	0.13171698	0.016076967
a20	0.06886709	0.90845984	0.0023043049	0.009630675	0.0107381465
a31	0.22967802	0.5988916	0.0010645727	0.15761471	0.012751141
a46	0.00705548	0.36039382	0.04213985	0.24652205	0.3438888
a18	0.2780349	0.65400267	0.0008953852	0.03421841	0.032848537
a24	0.20234345	0.5505206	0.0011829368	0.11275838	0.13319463
a31	0.043424323	0.43234172	0.0014352488	0.12893291	0.39386576
a17	0.00074782444	0.06276527	0.026408756	0.2952154	0.61486274
a11	0.06516715	0.5978151	0.005058664	0.0800329	0.2519261
a20	0.025237516	0.4616157	0.0035606183	0.07987663	0.4297095
a24	0.01602636	0.26210216	0.0009787258	0.1336838	0.5872089
a31	0.014557782	0.25992307	0.00040905122	0.026508829	0.6986013
a37	0.0010255548	0.12794566	0.064548895	0.16275932	0.6437205
a31	0.07668737	0.31044403	0.0010111342	0.13369516	0.47816226
a20	0.0023269977	0.20619081	0.017883468	0.0840775	0.68952125
a31	0.07606229	0.32030776	0.00041919606	0.09593387	0.5072769
</S>	0.003069874	0.27677038	0.013664954	0.06767794	0.63881683
