 	vuole	vuole	mangiato	caldo	</S>
a37	0.75436616	0.2222669	0.023357708	9.368824e-06	2.2515859e-10
a31	0.051647987	0.13100244	0.59412664	0.018292066	0.20493089
a41	0.021965418	0.05109264	0.9123975	0.0021314826	0.012412983
a31	0.2542458	0.49853167	0.24720564	1.682221e-05	6.473492e-09
a11	0.18718791	0.61237025	0.2004262	1.570029e-05	1.9360553e-09
a20	0.84048784	0.08065955	0.0761534	0.0026696334	2.9566818e-05
a31	0.2977062	0.105511814	0.27344978	0.24680811	0.076524146
a18	0.033268537	0.07251399	0.16133137	0.47490802	0.25797805
a31	0.008297634	0.012047402	0.062473383	0.13410036	0.78308123
a20	0.0064580915	0.01325831	0.030838013	0.049165465	0.9002802
a21	0.046322655	0.041380078	0.09180646	0.6675345	0.1529563
</S>	0.073202334	0.08455745	0.09949313	0.37608704	0.36666
