 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a31	0.0040757693	0.0002898629	0.00022763298	1.6169311e-06	0.94697815	0.0025399076	0.0031555356	1.2242488e-05	0.04271926	2.4022062e-10
a41	0.006438432	0.00045254818	0.00012248966	0.000739479	0.041113447	0.0004260098	0.71156627	0.1638417	0.075132474	0.00016709571
a31	0.16188405	0.016429212	0.014407097	0.016712716	0.7683056	0.00094002846	0.0007899197	0.0002603417	0.0202695	1.579672e-06
a20	0.00067258417	7.5048965e-06	0.0007613063	0.0011992475	0.011040409	3.7154183e-05	0.12922135	0.05124511	0.8058151	2.0015995e-07
a31	0.21569023	0.0045117894	0.13293917	0.11674774	0.52303547	0.002665215	0.00027988633	5.6416225e-06	0.004124774	2.9373794e-08
a37	0.0041933632	2.270433e-05	0.0042025615	0.07205719	0.006269318	0.00021259586	0.13441464	0.42830145	0.34941015	0.0009159981
a16	0.023354907	0.004304469	0.27992907	0.5698641	0.110216424	0.004554541	0.001645129	4.6449086e-06	0.0061266012	1.4765205e-07
a35	0.015296735	0.01662638	0.33862707	0.4832961	0.08998668	0.0070124283	0.023850435	0.004170403	0.02109784	3.5925994e-05
a24	0.00995171	0.007184452	0.17245258	0.67637783	0.086260006	0.0049286387	0.009489443	0.0049958252	0.02822056	0.00013886698
a31	0.007040065	0.006941562	0.2209363	0.63965905	0.1002279	0.0069041117	0.007604688	0.0052666035	0.0052649034	0.00015476625
a39	0.0049107885	0.0022773992	0.016547903	0.153893	0.23699822	0.0074000875	0.04676767	0.20006254	0.19631697	0.1348254
a31	0.018748414	0.028636541	0.26442155	0.34887946	0.12084257	0.008266198	0.030427499	0.003000175	0.17644477	0.0003327807
a20	0.0033728648	0.0027000112	0.012176795	0.05866666	0.30413666	0.009653893	0.036188714	0.10922458	0.3999555	0.063924246
a31	0.03227151	0.052961044	0.2402248	0.25211033	0.11528672	0.014173309	0.046891965	0.0039565465	0.2413684	0.0007553737
a3	0.0036177523	0.00488839	0.014033279	0.035594642	0.26266813	0.012700607	0.041005198	0.1057297	0.45701504	0.06274727
a20	0.040152695	0.07062903	0.14536823	0.15815867	0.123438574	0.021364339	0.058746096	0.005412584	0.37472948	0.0020002683
a31	0.059651032	0.124242775	0.05917544	0.04411132	0.1098872	0.04151434	0.11976831	0.031028569	0.395114	0.015507019
a37	0.005663539	0.009405503	0.019374233	0.026847934	0.28826442	0.024071336	0.04066154	0.0503709	0.4991801	0.036160514
a31	0.07517521	0.138611	0.09645325	0.07141994	0.10564938	0.037302326	0.08370437	0.0066217603	0.38225678	0.00280599
a20	0.00546542	0.016860984	0.008819447	0.008575113	0.08375405	0.030458061	0.081372574	0.17031313	0.47463748	0.11974372
a28	0.04203206	0.07627512	0.102238506	0.09449071	0.11043291	0.025432913	0.04510347	0.0032204008	0.49810308	0.0026707624
a31	0.080873705	0.1698874	0.027878713	0.020887738	0.072473414	0.056617644	0.12380797	0.044340827	0.36820447	0.035028175
a20	0.0089110695	0.01736684	0.013542945	0.014439871	0.15319738	0.039504714	0.059073497	0.07569188	0.53189373	0.08637803
a31	0.05694252	0.10868885	0.13044149	0.08773295	0.08764389	0.027880827	0.05182872	0.0034751012	0.4418829	0.0034828268
a33	0.0078052795	0.018388433	0.004316746	0.0049830456	0.053434182	0.03336646	0.08236358	0.1701296	0.45060548	0.17460716
</S>	0.025563937	0.032956634	0.20560294	0.15815707	0.10040653	0.018584605	0.024064122	0.0025032044	0.4293292	0.0028317368
