 	devo	pulire	l	albero	</S>
a39	3.6491543e-05	0.99697137	0.002613753	0.00037841807	1.0232518e-10
a31	0.0017630142	0.8487208	0.0066321646	0.12724645	0.015637593
a35	0.00043620667	0.4159032	0.34907904	0.23408403	0.00049755163
a31	0.15254864	0.67704827	0.009886013	0.16050708	9.985404e-06
a20	0.010216079	0.54297227	0.050887827	0.3931521	0.002771692
a31	0.09286888	0.11106462	0.06659824	0.7293162	0.00015202312
a37	0.0024297892	0.6942293	0.15727462	0.13279915	0.013267167
a1	0.09620539	0.082485445	0.16964887	0.64970666	0.0019536214
a20	0.084561326	0.10263794	0.30286172	0.49723512	0.012703925
a31	0.05975116	0.14979278	0.32622993	0.44882914	0.0153969
a39	0.0073942645	0.14925675	0.12257593	0.11954646	0.60122657
a10	0.072775304	0.07404277	0.28021976	0.5662248	0.0067373374
a29	0.10920667	0.114494324	0.33122584	0.37728766	0.06778554
a46	0.075200535	0.0911916	0.24795398	0.5654776	0.020176204
a31	0.0966386	0.08544574	0.2572609	0.32927814	0.23137665
a20	0.04979033	0.24522962	0.15646066	0.17530781	0.3732116
a13	0.15349683	0.11492109	0.29135832	0.4050523	0.035171386
a20	0.22354287	0.14153643	0.24828777	0.22722964	0.1594033
a31	0.13824949	0.09065936	0.15275234	0.15966748	0.4586714
a11	0.060650814	0.04636694	0.020234413	0.016967922	0.8557799
a17	0.27562803	0.15782551	0.24448468	0.28013405	0.04192777
a20	0.26244044	0.10013781	0.11905045	0.07727466	0.44109666
</S>	0.23967645	0.20449576	0.18764658	0.25428867	0.11389259
