 	dove	aveva	per	stare	non	aveva	</S>
a24	0.7077594	0.07845346	0.1586656	8.84037e-05	0.054992605	4.051715e-05	5.9482467e-08
a20	0.58850646	0.0044502215	0.24150828	0.10592727	0.028413065	0.012946166	0.01824857
a13	0.032293715	0.024241697	0.49195638	0.02047056	0.17556374	0.24610431	0.009369603
a37	0.06035526	0.0047300817	0.4927505	0.11740467	0.2514383	0.068695635	0.004625573
a24	0.12814797	0.025508355	0.28924745	0.26001036	0.14883895	0.14509378	0.0031530815
a31	0.21864942	0.2243606	0.16523533	0.26687437	0.05822588	0.063817844	0.002836592
a20	0.47708198	0.26171595	0.2002126	0.02092402	0.005201518	0.033104684	0.0017591954
a0	0.5771673	0.20586433	0.12681833	0.045704324	0.0345577	0.00983776	5.0318427e-05
a20	0.20859215	0.21166389	0.16931221	0.19568896	0.19327623	0.021094408	0.00037211404
a31	0.09608563	0.117288455	0.1846032	0.25822142	0.27508578	0.0665025	0.002213019
a8	0.034218725	0.013848075	0.04085455	0.04620916	0.08591838	0.7738597	0.005091481
a23	0.08777045	0.117325604	0.19599763	0.3394085	0.24250326	0.016918056	7.6575925e-05
a38	0.042032342	0.052445225	0.07244223	0.21943463	0.44150084	0.17144378	0.00070089666
a33	0.050393738	0.027440203	0.09323741	0.27300414	0.24664831	0.30677012	0.0025060792
a31	0.036416925	0.032992948	0.07434638	0.17591976	0.26504588	0.41253737	0.0027407338
a24	0.054864418	0.011598122	0.07411201	0.14787775	0.10627647	0.45661253	0.14865863
a18	0.073938765	0.094528385	0.11785333	0.2231842	0.3613544	0.12683213	0.002308763
a31	0.031532485	0.056321435	0.09204593	0.09094867	0.20191725	0.4999534	0.027280848
a33	0.01920796	0.0075624404	0.034952883	0.1417208	0.09821397	0.4116424	0.28669953
</S>	0.1048493	0.20825	0.23258114	0.14681643	0.24059811	0.06255262	0.004352408
