 	non	deve	magniare	la	sera	</S>
a20	0.9633897	2.9221155e-05	0.0039654546	0.032614455	1.1811183e-06	2.613101e-08
a31	0.18309213	0.00017921362	0.00035842723	0.27435717	0.060282532	0.4817305
a18	0.01675831	0.0027453017	0.00037430914	0.023480903	0.043535206	0.913106
a37	0.91786224	0.07807738	0.0015204174	0.0014799953	0.00014552253	0.0009143731
a18	0.8288416	0.048150852	0.0032047005	0.114260375	0.0053512785	0.00019123762
a31	0.19682612	0.0068336306	0.008564262	0.5202095	0.2667995	0.0007670083
a13	0.4924593	0.010751798	0.0057308283	0.45679125	0.03099532	0.0032714803
a31	0.017590893	0.0017055003	0.0022516695	0.6785633	0.2637127	0.036175877
a17	0.15168603	0.05391282	0.018769935	0.6357642	0.097527005	0.042340048
</S>	0.0038922147	0.04987938	0.015641801	0.15991367	0.5602174	0.21045555
