 	devo	comprare	il	pane	ogni	giorno	</S>
a8	0.0032499346	0.001261503	0.08904301	0.78725904	0.0030935102	0.11609295	2.0495787e-09
a31	0.18595526	0.008931444	0.3760889	0.06748918	0.013704106	0.21043737	0.13739368
a10	0.0009164009	6.131926e-05	0.12576336	0.034005623	0.6128828	0.20534143	0.021029107
a20	0.9216325	0.020556105	0.008451412	0.01691258	0.007989608	0.023769371	0.0006883575
a10	0.024887057	0.00012349994	0.008295021	0.0042514633	0.9561776	0.0061599785	0.000105379724
a31	0.00749189	0.0024138333	0.15126415	0.106433205	0.5520787	0.18031134	6.900776e-06
a14	0.009953347	0.0016766306	0.32750523	0.07965127	0.33503494	0.2419374	0.0042411736
a31	0.033137035	0.06822603	0.37957647	0.1254395	0.2024681	0.18663463	0.0045182747
a37	0.0030362518	0.0051695392	0.35927582	0.10721806	0.109900124	0.25038224	0.16501795
a31	0.07691923	0.13079198	0.16817798	0.04891988	0.42326847	0.14220949	0.0097129755
a46	0.0027994022	0.012594826	0.4846898	0.06262017	0.09388773	0.14570116	0.19770694
</S>	0.084526144	0.14470015	0.09484663	0.04940618	0.39159644	0.23114781	0.0037766995
