 	voglio	che	Maria	che	venga	domani	</S>
a8	0.0009656628	0.023634354	0.0010655571	0.05968537	0.9146332	1.584131e-05	3.8740577e-08
a31	0.00073882693	0.014225503	0.024764873	0.024049522	0.90160173	0.00031908375	0.03430045
a8	0.011338885	0.055493608	0.013442947	0.5770447	0.34198517	2.2081567e-05	0.00067263015
a31	0.66402525	0.15585887	0.00047339863	0.0006356323	0.024496423	0.15451027	2.0683865e-07
a24	0.061934922	0.13537186	0.04920996	0.12003822	0.6327401	3.81802e-05	0.0006666786
a31	0.5577139	0.1638774	0.008498908	0.015408097	0.13422972	0.120269164	2.700414e-06
a46	0.73278326	0.21115167	0.0010884752	0.010373153	0.0381009	0.0064570704	4.5409895e-05
a31	0.10813811	0.036847256	0.011214776	0.0740932	0.4192069	0.34705627	0.0034435529
a29	0.06483138	0.031040996	0.028666541	0.12858021	0.6426993	0.0671991	0.036982514
a20	0.11927401	0.05272647	0.071920834	0.06828635	0.4138988	0.26129377	0.012599846
a0	0.07823234	0.07172362	0.12750295	0.19939497	0.35397813	0.110572755	0.05859528
a31	0.11012419	0.066800974	0.1197321	0.12961815	0.29400876	0.21872377	0.060992025
a23	0.0053864135	0.015551535	0.025192125	0.20554945	0.11228769	0.09181544	0.54421735
a31	0.14220245	0.09201502	0.11990947	0.069037035	0.15748057	0.38767332	0.03168219
a18	0.0041285604	0.007072126	0.0068624965	0.048440553	0.015760772	0.34171674	0.57601875
a37	0.1590598	0.13055499	0.14581585	0.0540011	0.12637836	0.3730331	0.011156865
a31	0.040759735	0.06682252	0.073095225	0.13470936	0.05070879	0.5024987	0.1314057
a20	0.0048139137	0.0134622725	0.011247825	0.07248755	0.022083094	0.43388814	0.44201723
a31	0.13660255	0.11447224	0.12731883	0.047410853	0.09100323	0.46683654	0.016355745
</S>	0.0027423655	0.003956655	0.0034012478	0.03592959	0.00453853	0.3360504	0.61338127
