 	da	da	un	famoso	poeta	</S>
a31	0.03139843	0.047014896	0.89370906	1.08300155e-05	0.02786667	1.7646739e-09
a37	0.024735743	0.022588274	0.00026455478	0.07500528	0.87736857	3.7586204e-05
a31	0.11691569	0.22541344	0.503782	0.0015766369	0.15230651	5.6931262e-06
a28	0.016557453	0.010337381	0.0014698379	0.020611273	0.9510241	1.13091865e-08
a31	0.56161416	0.10817399	0.31822056	0.00027256805	0.0117154075	3.366951e-06
a20	0.74720937	0.016361125	0.0008080812	0.022080304	0.21354075	3.9097964e-07
a13	0.5367931	0.06781498	0.3748991	0.0033803706	0.01707404	3.8390426e-05
a39	0.111743286	0.10246364	0.5890064	0.14475216	0.05189357	0.00014089953
a31	0.103482164	0.07005151	0.50383776	0.2198465	0.100838855	0.0019431483
a35	0.012487317	0.009332905	0.0900524	0.5667056	0.16097088	0.16045092
a31	0.064869195	0.14901751	0.35778728	0.1213337	0.296373	0.010619314
a17	0.0042759823	0.01720126	0.038684495	0.31544104	0.22145316	0.40294412
a31	0.041126348	0.19845802	0.14345798	0.1215787	0.43755594	0.05782297
</S>	0.0061066044	0.0377713	0.023025934	0.17228775	0.31093225	0.44987622
