 	oggi	io	non	ho	cosa	da	fare	</S>
a46	1.9598801e-06	6.336664e-07	1.28332995e-05	0.004985052	0.8904815	0.1020629	0.0024551926	5.4015437e-10
a27	1.4607508e-05	0.6188245	0.07964804	0.056952484	0.07710449	0.062424086	0.02049994	0.0845319
a8	2.5246252e-05	0.24384272	0.012973597	0.016454762	0.09104024	0.32465994	0.2563555	0.054647952
a28	9.271927e-06	0.038361922	0.0022979428	0.021885268	0.6141948	0.21498525	0.1082539	1.1645973e-05
a31	9.414622e-05	0.4706968	0.033393275	0.061962444	0.3627221	0.038092643	0.033038493	1.13898835e-07
a24	0.00042118595	0.36593166	0.22592692	0.2347975	0.145155	0.010105706	0.017611904	5.0108447e-05
a31	0.16309623	0.5468315	0.104520895	0.05694521	0.079779826	0.025726497	0.023098677	1.1862752e-06
a10	0.0010234305	0.8322249	0.038157415	0.01364464	0.058712885	0.024195034	0.031991463	5.0204344e-05
a20	0.46508414	0.16858855	0.05145494	0.025820073	0.10004596	0.03443919	0.15427269	0.000294534
a31	0.044132963	0.1070585	0.041577805	0.045695476	0.098739706	0.07856778	0.58027494	0.003952794
a39	0.06987509	0.24983637	0.08792802	0.069083944	0.08818089	0.075737305	0.15196131	0.20739695
a31	0.05061649	0.068781756	0.03270851	0.044253767	0.057161696	0.09683407	0.64865726	0.0009865212
a18	0.0371378	0.12998606	0.04667387	0.055034373	0.07432502	0.10280892	0.37960568	0.17442836
a31	0.06570904	0.06350221	0.03338789	0.06575817	0.06505922	0.1398505	0.5661057	0.00062726345
a17	0.007592873	0.058773804	0.025911927	0.04453481	0.066849954	0.1096867	0.56993985	0.11671012
a31	0.033797093	0.08313252	0.058402266	0.09450837	0.064846955	0.14616704	0.51612264	0.0030231222
a8	0.0042505944	0.06462143	0.043600697	0.058933336	0.059070066	0.064611346	0.61883724	0.08607534
</S>	0.021575779	0.0753816	0.057807572	0.08051092	0.058433563	0.11832489	0.58154386	0.0064218664
