 	ancora	non	mi	sono	vestito	</S>
a8	0.011717335	0.033394028	0.9546976	0.00016777495	2.3376466e-05	4.0319166e-09
a31	0.030369006	0.013630726	0.8894219	0.00060328626	0.015833376	0.050141677
a10	0.0135889845	0.0209084	0.67795664	5.7269677e-05	0.28497484	0.002513816
a31	0.60038394	0.08948843	0.038312286	0.05791734	0.20449664	0.0094013745
a18	0.13579725	0.09759715	0.39480567	0.00031087172	0.30846077	0.063028306
a31	0.5281541	0.0895898	0.07273901	0.12342934	0.18583728	0.00025051847
a20	0.44838566	0.44716647	0.050348874	0.0063143508	0.047482606	0.00030196767
a31	0.17892845	0.118522026	0.14565527	0.10570737	0.44671875	0.0044681393
a13	0.20021904	0.2203431	0.16821471	0.07907447	0.29994223	0.032206465
a35	0.053195257	0.04323256	0.18564712	0.152796	0.5200249	0.045104194
a39	0.12857766	0.09950597	0.17645355	0.21100987	0.35471988	0.02973312
a46	0.080599114	0.07320085	0.0947039	0.30367354	0.41959625	0.02822626
a31	0.05531549	0.051520716	0.08040466	0.33211705	0.44645238	0.03418982
a20	0.0057379087	0.008592649	0.028162349	0.07488975	0.1334853	0.74913204
a31	0.07683669	0.043770794	0.062993154	0.38918144	0.34921965	0.07799831
a39	0.0018531457	0.001794663	0.004195929	0.19857405	0.18610166	0.6074806
a31	0.0696533	0.031692803	0.053796433	0.471695	0.3255308	0.04763168
</S>	0.0015298721	0.0015732287	0.0035801383	0.28417483	0.20794293	0.501199
