 	io	non	ho	cosa	da	mangiare	</S>
a31	0.041698374	0.0038441294	0.008550463	0.09599392	0.43817642	0.41173652	8.34305e-08
a37	0.11017154	0.018900227	0.0048383726	0.13613954	0.42874193	0.3004747	0.00073365396
a31	0.01716932	0.56994814	0.0949568	0.05405364	0.046519805	0.21729776	5.445723e-05
a18	0.089912504	0.015924573	0.009367409	0.0140393125	0.14328773	0.7274681	4.6042175e-07
a31	0.19434342	0.73644954	0.063317135	0.0015517513	0.0011158357	0.0032197973	2.5731442e-06
a11	0.9169895	0.025896704	0.0004529224	0.00054074754	0.005411097	0.05070609	2.8751715e-06
a37	0.43643486	0.326337	0.19484071	0.010016939	0.01633373	0.016017139	1.9521252e-05
a15	0.05922053	0.17060052	0.4816231	0.05292794	0.10697883	0.1285528	9.6214026e-05
a39	0.09774901	0.067270786	0.30863336	0.04986295	0.12370826	0.35108432	0.0016912381
a31	0.13300902	0.072791256	0.22253278	0.056275	0.11181968	0.3982084	0.0053638476
a39	0.21282083	0.023565054	0.046328027	0.021125276	0.12593417	0.083996035	0.4862306
a20	0.056214523	0.057871997	0.2213731	0.08647431	0.23658724	0.33046475	0.011014036
a24	0.015644982	0.013765047	0.079961754	0.08969243	0.43330792	0.28718838	0.08043949
a31	0.040135358	0.021368662	0.13259679	0.05774672	0.1901136	0.5141942	0.043844696
a46	0.01365238	0.0050122356	0.011371212	0.014843294	0.09293202	0.041967675	0.8202212
a31	0.02129877	0.019742807	0.11229536	0.08541412	0.33236703	0.38332137	0.045560557
a3	0.008009709	0.005462225	0.012275827	0.027120613	0.13828906	0.056621633	0.7522209
a31	0.011015226	0.007055527	0.037734717	0.044519186	0.3111344	0.38895676	0.19958414
</S>	0.016567437	0.0132246	0.02346279	0.04622237	0.23387411	0.09349327	0.57315546
