 	lo	sentii	che	viene	</S>
a43	8.6199124e-11	0.9994386	0.0005614386	1.549999e-08	3.328836e-11
a17	0.03800179	0.9039544	0.013704672	0.013050267	0.03128891
a11	1.71511e-05	0.9741218	0.019249838	0.0065477476	6.338326e-05
a31	4.0042067e-07	0.9972362	0.0026924964	7.084591e-05	6.1632434e-08
a46	3.2684886e-07	0.9855517	0.014433056	1.4901842e-05	1.5063765e-08
a6	0.0010668379	0.9873332	0.0099790795	0.0016200927	7.429143e-07
a31	0.00026719898	0.9979652	0.0016526254	0.000114848204	2.1039546e-07
a15	0.008616789	0.98672545	0.0045139985	5.5313652e-05	8.840749e-05
a20	0.91225004	0.0749644	0.0072189593	0.0035480221	0.0020185919
a31	0.21964268	0.3549563	0.07316186	0.25977486	0.09246421
a17	0.40426046	0.2681766	0.018704854	0.038048584	0.2708096
a31	0.2523789	0.045871835	0.16588774	0.5191544	0.01670712
a13	0.19259532	0.22918363	0.03099869	0.20438202	0.34284037
a39	0.16197556	0.02262034	0.20232871	0.60205346	0.011021927
a46	0.07536059	0.06294075	0.047662795	0.59183663	0.22219928
a31	0.07711558	0.07144611	0.05169257	0.7572946	0.042451154
a18	0.058615975	0.017312905	0.0019489373	0.04308189	0.8790403
</S>	0.079353966	0.018712558	0.082976215	0.7891339	0.029823374
