 	mi	si	gonfiò	il	dito	</S>
a41	0.6767014	0.025039088	0.27313423	0.025111802	1.2903067e-05	4.824438e-07
a20	0.7784686	0.02557305	0.0133301625	0.091933	0.033033885	0.057661206
a39	0.7196856	0.02234826	0.04276955	0.17270148	0.041260332	0.0012347092
a31	0.7159623	0.14049627	0.01582334	0.11409289	0.013623483	1.6917976e-06
a37	0.2619275	0.7346891	0.001322229	0.0018155909	0.00022103787	2.4593373e-05
a21	0.12611516	0.7951671	0.010105448	0.03335399	0.035222318	3.5942918e-05
a38	0.1059196	0.8329489	0.00548027	0.011631427	0.031185195	0.012834472
a18	0.09883245	0.39644405	0.033217233	0.061487038	0.38979337	0.0202258
a46	0.3481907	0.13004696	0.009316291	0.025545314	0.22431079	0.26259
a31	0.16052365	0.15909676	0.042121932	0.055870418	0.51290804	0.06947926
a20	0.2877547	0.11677146	0.03876304	0.039749563	0.47864792	0.03831342
a46	0.061320685	0.027384412	0.1971287	0.2757969	0.32947323	0.10889604
a31	0.038058426	0.0719003	0.14088583	0.24197389	0.46904954	0.038132086
a8	0.021416284	0.0053485134	0.023852278	0.031990375	0.20246212	0.7149305
a31	0.06160965	0.027248025	0.24478754	0.29078278	0.35848492	0.01708709
</S>	0.0014824208	0.00079379114	0.024599452	0.0426902	0.08399812	0.8464361
