 	è	possibile	che	è	entrato	da	qui	</S>
a13	1.4617799e-06	0.41268104	0.57717156	0.008533842	0.0003911762	0.0012208611	3.5870468e-10	3.5589743e-11
a31	0.0017197806	0.7603723	0.22490971	1.5912554e-05	3.0817595e-05	0.00043697245	0.0023624343	0.010152055
a15	0.002050208	0.02830152	0.8704431	0.0040569096	0.0034836538	0.08268581	0.0059074797	0.0030713012
a20	0.52436465	0.0059596	0.455623	0.0027475525	0.0010682861	0.009239001	0.0009857726	1.21700305e-05
a11	0.16774018	0.18699738	0.5877406	0.019386657	0.011695698	0.023542067	0.002831879	6.552613e-05
a31	0.07515154	0.19707946	0.5371981	0.013024049	0.02315399	0.09610867	0.057935275	0.00034896325
a39	0.04497387	0.47063655	0.37004226	0.00212634	0.0014610052	0.06030666	0.03683524	0.013618062
a46	0.016605657	0.4157661	0.4111322	0.01138442	0.04321513	0.05573506	0.035871916	0.010289526
a18	0.29727006	0.3802113	0.2369299	0.0043809614	0.0074758003	0.020008627	0.029757865	0.023965586
a31	0.31692156	0.106271155	0.27149066	0.02736271	0.034187555	0.0998907	0.13078691	0.013088711
a13	0.08241985	0.19945723	0.4468785	0.023292696	0.026585903	0.11668424	0.077542	0.027139494
a31	0.17881918	0.12349101	0.10374607	0.10077319	0.100675814	0.20335813	0.17182447	0.017312149
a46	0.114407405	0.13856803	0.097852595	0.03676413	0.040356506	0.13301183	0.2262616	0.21277791
a31	0.17012164	0.08054147	0.07352145	0.14273861	0.109388836	0.24003085	0.17451221	0.009145001
</S>	0.05055464	0.04260571	0.008646381	0.0127554955	0.014451328	0.042667974	0.42951494	0.39880356
