 	sta	seduta	nel	giardino	nel	giardino	</S>
a33	0.004459416	7.2082526e-06	0.020690158	0.79466456	0.0034703827	0.17670828	6.0794605e-09
a31	0.0012299453	0.12413422	0.09421482	0.49167046	0.038858205	0.21206838	0.037824027
a20	0.00059814	0.007376737	0.018889463	0.15950438	0.15445335	0.6236071	0.035570864
a31	0.49910295	0.004466199	0.0017647842	0.043376524	0.004690928	0.44603103	0.0005675931
a20	0.0032960514	0.0038289947	0.012373503	0.078517035	0.032226797	0.7854022	0.08435542
a38	0.15041792	0.005416037	0.051126257	0.07061202	0.034135804	0.68811333	0.00017865124
a31	0.012353819	0.08151404	0.29065722	0.056880984	0.19722682	0.360398	0.00096906966
a29	0.06999634	0.06259717	0.044526063	0.08237566	0.18531263	0.5037291	0.05146304
a20	0.094902605	0.039813325	0.11257513	0.09322602	0.02646272	0.63163227	0.001387911
a31	0.10171156	0.035366006	0.052616343	0.05924036	0.087395154	0.5430891	0.120581426
a20	0.058070086	0.01018862	0.06267671	0.17765923	0.12069874	0.20995237	0.36075422
a46	0.12341969	0.068961866	0.034310155	0.049414646	0.06006484	0.6598904	0.003938349
a31	0.15905413	0.12897608	0.049188334	0.06303202	0.11723253	0.45117757	0.031339288
a20	0.034777317	0.028026318	0.14978118	0.25155985	0.17383075	0.1736518	0.18837284
a31	0.13495779	0.108400896	0.056713652	0.0652456	0.09465777	0.53218156	0.007842701
a39	0.014806306	0.031371284	0.0905896	0.070316926	0.087898	0.26749718	0.43752065
a0	0.18828261	0.12701352	0.047570672	0.06688932	0.10152744	0.46296045	0.0057559563
a20	0.12582706	0.18798415	0.06542706	0.076575644	0.1856414	0.29784438	0.06070029
a23	0.098355845	0.08260751	0.051714547	0.06634826	0.070056826	0.6112874	0.019629573
a31	0.09818716	0.15559119	0.061987057	0.06525856	0.1670316	0.30008534	0.15185903
a20	0.017121864	0.06609531	0.12820518	0.08318556	0.10932946	0.073181085	0.52288157
a31	0.18609177	0.21579449	0.073737085	0.08326834	0.1370148	0.29539698	0.008696536
a46	0.008317543	0.06604548	0.06316082	0.022041626	0.07352258	0.053423397	0.7134885
</S>	0.22510035	0.22273059	0.06755954	0.087724015	0.10709666	0.28600326	0.0037855378
