 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.09112561	0.08918254	0.08746533	0.11691904	0.18542941	0.19687724	0.23300086
a31	0.0642427	0.07769305	0.15103287	0.09666572	0.2236114	0.20916322	0.17759104
a4	0.17966364	0.31087118	0.19161262	0.2051584	0.045450747	0.03663845	0.030604979
a46	0.084778674	0.104733385	0.13357955	0.12622291	0.16541944	0.2014655	0.18380041
a31	0.098831065	0.1458108	0.15196179	0.18371312	0.15294014	0.14102478	0.1257183
a28	0.17238468	0.28408453	0.22257367	0.19704217	0.05392613	0.038444784	0.031544026
a27	0.0940673	0.14765336	0.16469479	0.16108374	0.14234388	0.15643947	0.13371746
a31	0.089348875	0.12981306	0.16185802	0.14936408	0.15882973	0.15912265	0.1516635
a49	0.13390543	0.24737668	0.25836995	0.19840463	0.06353978	0.054810908	0.04359256
a23	0.13403039	0.20302357	0.22557203	0.1578896	0.08971104	0.10668395	0.08308935
a31	0.10279049	0.13627379	0.1903404	0.14233401	0.10598942	0.15732893	0.16494301
a29	0.16702573	0.22213046	0.2875007	0.16059628	0.06528743	0.05448956	0.042969864
a17	0.15243815	0.21758889	0.18608676	0.15580663	0.08263846	0.10604111	0.09939998
a20	0.12442126	0.16989927	0.1771404	0.16533019	0.08497919	0.12550299	0.15272668
a17	0.11878846	0.13903046	0.2095748	0.14456278	0.1279743	0.13118888	0.12888028
a31	0.11688607	0.13655217	0.16593283	0.15527555	0.12455662	0.12678486	0.17401189
a20	0.21871142	0.23361817	0.18500799	0.12437889	0.082973324	0.084701896	0.07060833
a31	0.10907232	0.11819238	0.17579728	0.1786704	0.14661065	0.12508176	0.14657517
a3	0.2301376	0.24409439	0.18206023	0.13143437	0.07660897	0.06295985	0.07270471
a31	0.12154536	0.11670907	0.1561336	0.2244958	0.17157117	0.1054809	0.104063995
a8	0.22309813	0.22680913	0.18802191	0.13006125	0.08370748	0.06669431	0.0816077
</S>	0.11711761	0.12193879	0.13591717	0.21265283	0.16417365	0.1244942	0.12370585
