 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.10987201	0.10984563	0.10956097	0.1097309	0.11068735	0.11942895	0.16483714	0.1660371
a0	0.167274	0.115871206	0.14774695	0.1419581	0.12375698	0.11162676	0.10857942	0.08318659
a31	0.16104348	0.13297056	0.113771565	0.16771922	0.13224874	0.09483862	0.1044291	0.09297867
a17	0.34042194	0.14960678	0.13676344	0.13565858	0.09377822	0.055484325	0.054922383	0.033364277
a20	0.19060884	0.13079159	0.1225733	0.16993994	0.12527503	0.10711086	0.09953066	0.0541698
a31	0.22302113	0.16144058	0.13313699	0.13835081	0.10245851	0.09392117	0.098860696	0.048810147
a37	0.21984671	0.14949717	0.10812663	0.16489597	0.114304006	0.09927715	0.09092058	0.05313179
a15	0.15433224	0.12848808	0.15154639	0.15114	0.12511481	0.11371999	0.10934827	0.066310205
a46	0.20343332	0.1478617	0.105404966	0.13592787	0.119204655	0.1156072	0.07345179	0.099108554
a24	0.2170065	0.1653316	0.09657036	0.12775789	0.1129575	0.10681172	0.073910296	0.09965406
a31	0.20404261	0.1522734	0.08997714	0.13702004	0.11484799	0.10924192	0.096336484	0.0962605
a18	0.23862061	0.18286689	0.09639212	0.117965855	0.09675528	0.09637812	0.096068986	0.0749522
a11	0.15267222	0.12035437	0.113491885	0.14131111	0.12577973	0.12481629	0.1152397	0.10633474
a35	0.2024094	0.16237925	0.09646789	0.12144065	0.11151283	0.11127899	0.09890455	0.095606394
a31	0.19539349	0.17759487	0.1168969	0.12547904	0.11546265	0.10143425	0.067825906	0.09991287
a13	0.23602715	0.15292087	0.10929242	0.10705013	0.104077764	0.10158995	0.122658074	0.06638363
a11	0.20227718	0.16835628	0.101945676	0.12853546	0.112964354	0.113359846	0.084117085	0.08844401
a31	0.20703721	0.18645221	0.10221198	0.13156937	0.11160166	0.096955284	0.08681191	0.077360325
a46	0.21289921	0.15907106	0.08935782	0.12155617	0.118769586	0.11110648	0.118406706	0.06883302
a31	0.21512203	0.23923466	0.13259946	0.09237421	0.08732025	0.075671725	0.06655268	0.09112493
a24	0.2413194	0.18055193	0.10606138	0.093577325	0.11465765	0.10356314	0.07615045	0.08411878
a35	0.23061812	0.23329487	0.14002861	0.08909089	0.07842489	0.07395449	0.08189765	0.07269051
a31	0.20139603	0.21005751	0.15892847	0.10416952	0.079809085	0.07494537	0.089019515	0.08167442
a46	0.23320444	0.18108107	0.11039503	0.094000906	0.11275411	0.09945948	0.074010834	0.09509408
a31	0.20089957	0.21250656	0.15641811	0.09917735	0.07784916	0.07615357	0.1090565	0.06793917
</S>	0.23956591	0.1984895	0.12258879	0.09081556	0.09265351	0.08198363	0.070138276	0.10376487
