 	lo	ho	finito	di	fare	</S>
a8	0.12658305	0.12766008	0.12924764	0.15297465	0.22604477	0.2374898
a31	0.1515821	0.09896161	0.11330713	0.17446297	0.22348139	0.23820472
a20	0.3660166	0.24071638	0.16191678	0.09441926	0.06487296	0.0720581
a24	0.28787675	0.17813456	0.19257423	0.1636418	0.08203358	0.09573912
a18	0.27999702	0.16344498	0.18573476	0.17729539	0.08535466	0.10817313
a31	0.31585214	0.18507774	0.19086307	0.14571263	0.07359844	0.08889601
a20	0.3453607	0.19662714	0.17302285	0.1253346	0.06566834	0.09398631
a10	0.3101465	0.17108962	0.16348109	0.16732925	0.08101527	0.106938206
a20	0.33832183	0.1712057	0.1624481	0.15999204	0.07142564	0.096606724
a7	0.34396112	0.16624601	0.15643236	0.16369808	0.07198495	0.0976775
a31	0.2784248	0.15680653	0.142298	0.1831176	0.09763409	0.141719
a20	0.27766478	0.17705362	0.1926651	0.15290473	0.09668832	0.103023395
a18	0.2863357	0.15777008	0.108004354	0.19058487	0.106463045	0.15084189
a24	0.27581412	0.17908813	0.1043335	0.16410321	0.11137159	0.16528943
a46	0.22875433	0.19140658	0.113780744	0.14043282	0.13184577	0.1937798
a31	0.20217687	0.18662502	0.13023017	0.110612236	0.14408879	0.22626692
a33	0.2825878	0.18909763	0.11043897	0.15010715	0.13489008	0.13287845
a8	0.18180512	0.17649299	0.13266051	0.106180966	0.20044008	0.20242037
</S>	0.17761236	0.17308451	0.13021596	0.096296325	0.21303861	0.20975228
