 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.0839754	0.09472045	0.122761	0.14663397	0.19595133	0.18234642	0.17361143
a31	0.028555352	0.076932296	0.11584967	0.16009718	0.225377	0.23677492	0.15641361
a11	0.26977074	0.24537538	0.12706979	0.097215064	0.09953379	0.09450282	0.066532396
a21	0.097018205	0.14213982	0.15123956	0.14627823	0.15011264	0.15607788	0.15713362
a31	0.1080065	0.16717795	0.14973003	0.121614516	0.13575895	0.1556999	0.16201216
a20	0.23985633	0.19823109	0.13259338	0.099753514	0.099471815	0.12016628	0.109927654
a31	0.12755887	0.17083019	0.1277419	0.10785537	0.14027521	0.15592466	0.16981386
a10	0.16479495	0.1760085	0.12795268	0.102215014	0.11979128	0.15625338	0.15298419
a31	0.11904654	0.13969402	0.1083025	0.105398506	0.15148935	0.17829995	0.1977692
a21	0.09998013	0.16426621	0.12860371	0.1131552	0.14726324	0.187428	0.15930347
a11	0.0901923	0.11012154	0.085717306	0.08595394	0.18343654	0.21390353	0.23067482
a3	0.086293176	0.09969255	0.09128338	0.09492488	0.19033647	0.21557581	0.22189373
a33	0.07875541	0.10884509	0.1318958	0.12716718	0.17386295	0.20168439	0.1777892
</S>	0.088047005	0.0778248	0.13741156	0.1637954	0.1947929	0.19995345	0.13817488
