 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a8	0.06298165	0.062492464	0.062842086	0.07703266	0.13568	0.1570042	0.24763443	0.19433244
a31	0.04486084	0.06959961	0.082266174	0.09328913	0.10733843	0.14221977	0.22263467	0.23779137
a37	0.31469294	0.20269002	0.14939207	0.09614617	0.058803212	0.05174781	0.069346346	0.05718146
a20	0.15711242	0.19784395	0.14835016	0.1289393	0.07983035	0.07342355	0.09096526	0.12353498
a29	0.20832819	0.21302336	0.15189385	0.13001283	0.07006066	0.062289633	0.08024204	0.08414947
a14	0.21677491	0.20921801	0.1496831	0.125548	0.07014986	0.0630983	0.083925374	0.08160247
a21	0.20787378	0.20827006	0.1607721	0.124697	0.06998996	0.062174596	0.085384265	0.080838196
a31	0.15412582	0.21121143	0.16642894	0.13872167	0.0876505	0.06950494	0.08795445	0.08440227
a20	0.2341996	0.22330227	0.1927008	0.09230299	0.06403346	0.058392927	0.07123097	0.063837014
a6	0.12615135	0.17371356	0.18053466	0.13928555	0.08987493	0.07477307	0.10054526	0.11512154
a31	0.09011137	0.12991503	0.16251905	0.14231373	0.120564684	0.097946085	0.121787	0.13484305
a8	0.22048159	0.22101033	0.19449712	0.10931976	0.06632877	0.055569466	0.07258455	0.06020835
a20	0.094411865	0.113791615	0.16155635	0.14336498	0.13034356	0.09579848	0.14426297	0.11647018
a31	0.15220165	0.21460164	0.14947113	0.111045666	0.087393306	0.07081556	0.09002593	0.12444509
a37	0.19083828	0.21554153	0.19557953	0.12501726	0.071190275	0.059109457	0.07928364	0.06344005
a31	0.13127968	0.13572292	0.14899111	0.13348475	0.108269736	0.08488996	0.11539911	0.14196272
a24	0.20105647	0.2001425	0.18308628	0.13393609	0.071026295	0.06094589	0.08110139	0.068705134
a31	0.0979675	0.079430915	0.09966654	0.09717571	0.10505644	0.12671724	0.18086286	0.21312277
a20	0.22485177	0.18204455	0.15805414	0.13268226	0.07316268	0.065186545	0.084522195	0.07949578
a31	0.09851376	0.07892838	0.074629456	0.08479	0.10940657	0.14195293	0.1807504	0.23102856
a7	0.25351238	0.13289978	0.13298166	0.13537887	0.08311305	0.07270969	0.09035145	0.09905319
a35	0.11737739	0.09121109	0.06351438	0.05400085	0.10606529	0.13950332	0.23178777	0.19653991
</S>	0.08848458	0.08178178	0.06230915	0.059089195	0.11489505	0.14931107	0.23902187	0.20510721
