 	quest	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.051701676	0.06012358	0.065717995	0.10260744	0.17554267	0.24571016	0.14559416	0.15300229
a31	0.042289313	0.071628764	0.076513745	0.12102363	0.1277364	0.1275754	0.21704607	0.21618672
a37	0.1827113	0.20877603	0.12528971	0.14457352	0.11602528	0.10218781	0.0636053	0.056831032
a20	0.13754873	0.14558001	0.13296488	0.11589332	0.09902889	0.09005744	0.13470821	0.14421855
a31	0.16771181	0.16472425	0.13907897	0.10995542	0.10360161	0.09949278	0.10965436	0.10578077
a7	0.18245454	0.18198209	0.115002304	0.15524691	0.12505056	0.11022042	0.06540332	0.064639844
a10	0.08294487	0.124108836	0.14142708	0.12006601	0.11758147	0.108918495	0.1519694	0.15298378
a41	0.1933151	0.17836128	0.122524075	0.11930651	0.11392486	0.10817523	0.085484184	0.07890876
a37	0.1795256	0.1722367	0.13263321	0.11708923	0.109975405	0.10904207	0.094108745	0.085389115
a14	0.18993534	0.17048076	0.1094239	0.1327295	0.12070341	0.12081622	0.079596914	0.076313995
a31	0.17607781	0.15629531	0.10059515	0.13615449	0.12601215	0.13056956	0.0863946	0.08790091
a20	0.17304753	0.1639505	0.113685764	0.1283822	0.120507926	0.11638362	0.09044486	0.0935976
a31	0.14646721	0.14866097	0.10103174	0.13038553	0.1243656	0.13035882	0.1065842	0.11214591
a37	0.1506483	0.128954	0.120187655	0.1373714	0.13149518	0.12669645	0.10048193	0.10416514
a7	0.11450581	0.12398306	0.10263893	0.13406648	0.13183013	0.13919093	0.12056539	0.13321924
a10	0.08972444	0.09435434	0.097876385	0.12706457	0.1386612	0.14412412	0.14124396	0.16695103
a7	0.088744	0.09114441	0.08856686	0.1344492	0.14295904	0.14640868	0.13989459	0.16783318
a39	0.07174881	0.07149216	0.07995437	0.11947579	0.13983138	0.13581531	0.16949137	0.2121908
a10	0.06312786	0.057561256	0.07808814	0.14758757	0.13633375	0.119067326	0.18884006	0.20939404
a32	0.048103515	0.041621834	0.057707705	0.19469622	0.19105077	0.17098965	0.14105819	0.15477218
a19	0.047841914	0.044392604	0.057411417	0.16964445	0.20791312	0.2315365	0.12003426	0.12122578
a31	0.049712878	0.050073497	0.06249998	0.19535118	0.21296014	0.2048687	0.11446904	0.11006456
</S>	0.07401315	0.06574061	0.07800972	0.14559717	0.14625019	0.13825119	0.14324583	0.20889212
