 	vado	cercando	un	forno	che	fa	rustici	</S>
a29	0.08186714	0.08483151	0.0838261	0.124618344	0.10168755	0.10523321	0.17747165	0.24046455
a31	0.03164733	0.1270969	0.07486606	0.098645866	0.13042605	0.115129046	0.179679	0.24250974
a8	0.19829468	0.3003402	0.11407848	0.09512935	0.07820969	0.07760752	0.07689616	0.059443917
a31	0.050255433	0.14869101	0.15204732	0.17855412	0.1664454	0.10812735	0.098418154	0.09746119
a23	0.23551048	0.3267575	0.106744066	0.081973374	0.0694931	0.068961956	0.06268611	0.047873378
a31	0.058739558	0.19414087	0.14511316	0.17689936	0.15506013	0.09259733	0.09602415	0.081425525
a10	0.23762263	0.3292225	0.10873245	0.08085525	0.06867505	0.07030583	0.05870633	0.045879964
a31	0.16818768	0.324854	0.14570758	0.122359216	0.07036043	0.07124091	0.056241337	0.04104886
a24	0.21103117	0.33545235	0.13751313	0.08483639	0.06455464	0.07426448	0.051988106	0.04035971
a31	0.2192335	0.24484159	0.1506012	0.119892165	0.090161346	0.091755904	0.042536233	0.040978044
a18	0.2177461	0.292344	0.14580365	0.09490337	0.071148686	0.08222183	0.050782233	0.04505016
a31	0.24176827	0.2465818	0.1645866	0.11615152	0.0696084	0.07689686	0.041789394	0.04261726
a8	0.21824966	0.24583316	0.1540049	0.094345026	0.0865384	0.08643869	0.057946365	0.056643777
a31	0.25662097	0.20842499	0.15583278	0.120854534	0.08515605	0.079358675	0.04443685	0.04931518
a29	0.18379521	0.21062443	0.19303903	0.11572004	0.099857725	0.081111215	0.056194153	0.05965817
a31	0.23558865	0.26353717	0.14841285	0.094956174	0.07750296	0.07978669	0.048193	0.052022558
a21	0.22708842	0.21960324	0.15883471	0.089480534	0.090395115	0.08678429	0.062239535	0.065574065
a31	0.25782263	0.2278542	0.14211437	0.106805004	0.08683085	0.08607621	0.04332773	0.049169064
a38	0.20510475	0.20434079	0.18357533	0.098107874	0.09833227	0.08097727	0.061666284	0.06789541
a10	0.24838866	0.21217656	0.13976155	0.1052389	0.10195969	0.088446096	0.04806355	0.05596497
a39	0.19314633	0.19185083	0.14764957	0.10322207	0.124806315	0.09398901	0.06447546	0.0808604
a8	0.11970907	0.13021104	0.13493416	0.10314136	0.130857	0.10507821	0.10085374	0.17521541
a31	0.080859736	0.115236625	0.09722183	0.120337635	0.123940885	0.1209043	0.13966532	0.20183371
a20	0.20378856	0.27753192	0.1870949	0.088809066	0.07137731	0.064988546	0.054812405	0.051597293
a31	0.10208677	0.14039257	0.13019258	0.118808605	0.1094146	0.07565383	0.12530933	0.19814171
a20	0.26399583	0.2765451	0.118545756	0.06135799	0.075688764	0.084364206	0.060091533	0.05941078
a3	0.1256143	0.14204071	0.1343343	0.10830321	0.10879587	0.076780625	0.11235949	0.19177149
a41	0.09533123	0.11386443	0.09686947	0.11006374	0.11340808	0.11159227	0.14750573	0.21136506
a37	0.08496421	0.12602897	0.1383547	0.13353029	0.12981977	0.089292206	0.11421098	0.18379886
a31	0.09388898	0.17687869	0.1595676	0.13694055	0.10378967	0.06672291	0.10633934	0.15587232
a8	0.2611303	0.25698268	0.12096836	0.0667075	0.07845011	0.08731869	0.06417299	0.06426936
a31	0.09889208	0.11116636	0.06635829	0.10747102	0.09722938	0.11384059	0.1830279	0.22201435
a23	0.20176707	0.2063937	0.19695526	0.11928008	0.08367851	0.07003272	0.0617262	0.06016645
a31	0.09765681	0.10116486	0.069544435	0.09076	0.09896329	0.1395324	0.19815348	0.20422478
a8	0.21762913	0.19760634	0.18929873	0.1115429	0.085686505	0.072303005	0.063553795	0.062379602
a31	0.11283584	0.11616046	0.07095375	0.086961545	0.089078985	0.135199	0.1760225	0.21278785
a24	0.20178671	0.17594719	0.19318666	0.13008451	0.09493305	0.06974841	0.0654274	0.06888606
a31	0.11023671	0.109718844	0.08644128	0.08919515	0.097481094	0.13005033	0.18148623	0.19539039
a24	0.24423993	0.18153901	0.16904247	0.10210782	0.09156726	0.07737248	0.067072764	0.0670583
a46	0.11194315	0.11160983	0.08403919	0.087345615	0.09616365	0.12480649	0.18497771	0.19911437
a24	0.09900653	0.10410763	0.076903604	0.10227398	0.11442291	0.10605601	0.17191702	0.2253123
a18	0.0713999	0.073704675	0.08925241	0.107937604	0.11499337	0.12366881	0.20051698	0.21852617
a21	0.09075609	0.09618153	0.09155841	0.092222355	0.10949865	0.109835416	0.18349215	0.22645539
a28	0.08509598	0.09160883	0.0884926	0.09237009	0.109786846	0.1183716	0.19043368	0.22384028
a20	0.08790623	0.09783638	0.10806278	0.09701313	0.10555499	0.103045814	0.17527497	0.22530578
a31	0.09793012	0.107389435	0.10215589	0.094088405	0.10209326	0.08974485	0.17693417	0.22966385
a46	0.26428294	0.17476618	0.1445069	0.09345639	0.093981005	0.08410479	0.07122835	0.0736734
</S>	0.11376673	0.11452779	0.07149519	0.0659063	0.079950795	0.17536451	0.18487966	0.19410901
