 	le	melanzane	vogliono	girate	</S>
a20	0.20183682	0.20796508	0.2029745	0.19853243	0.1886912
a31	0.23521355	0.22535922	0.19506814	0.15959296	0.18476617
a39	0.38044494	0.24393493	0.20347652	0.10676752	0.0653761
a41	0.29703242	0.2551873	0.21785386	0.12550765	0.1044187
a18	0.3022039	0.24421114	0.21575505	0.11066218	0.12716778
a28	0.3197717	0.26429826	0.19156864	0.12283898	0.10152246
a13	0.30463699	0.24457416	0.16279732	0.1484173	0.13957416
a14	0.34552923	0.2922896	0.15167335	0.08438925	0.1261185
a39	0.33428174	0.22795676	0.15825196	0.13703394	0.14247552
a31	0.337781	0.24080013	0.12736158	0.10918388	0.18487343
a6	0.31166372	0.20775773	0.13430278	0.14020151	0.2060743
a20	0.32624114	0.22779913	0.12712727	0.116412096	0.20242031
a31	0.3606401	0.23341754	0.12464264	0.10891438	0.17238532
a46	0.35454956	0.20563513	0.14643233	0.1252002	0.1681828
a18	0.3768067	0.24018688	0.1166227	0.09888366	0.16750012
a24	0.34567773	0.3428072	0.16635281	0.06961062	0.07555162
a31	0.31708032	0.31727445	0.21151704	0.07981903	0.07430917
a17	0.3531898	0.19693	0.14996846	0.14734928	0.15256245
a11	0.31856352	0.3318378	0.20278983	0.08238932	0.0644196
a20	0.31044036	0.3032028	0.2042755	0.09287319	0.08920813
a24	0.32452136	0.3051003	0.19391118	0.09006693	0.08640025
a31	0.30936363	0.30666742	0.21436359	0.09751838	0.07208702
a37	0.3444688	0.20153579	0.15247005	0.14518239	0.15634298
a31	0.3113054	0.29708052	0.201547	0.11056521	0.079501875
a20	0.36127394	0.21027173	0.15075982	0.1394842	0.13821031
a31	0.2906437	0.29393953	0.2086358	0.12761961	0.07916136
</S>	0.3834495	0.21847282	0.1465405	0.13320564	0.11833148
