 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
a31	0.10832325	0.10845721	0.10660813	0.09924854	0.10226018	0.09776993	0.090600796	0.12503606	0.16169594
a24	0.22528967	0.15542291	0.15701567	0.06864374	0.06612869	0.0634808	0.090259105	0.12501496	0.048744436
a28	0.11580879	0.093235	0.08573675	0.08805454	0.06748708	0.061737776	0.19875777	0.19065538	0.098526835
a31	0.23061983	0.13400248	0.14016703	0.09056932	0.061444066	0.056136303	0.11628899	0.098944664	0.07182729
a8	0.3147222	0.16486236	0.1151867	0.04868142	0.05235803	0.050123807	0.08577474	0.093824245	0.074466445
a0	0.088150464	0.08448306	0.07775314	0.1118012	0.089399606	0.08342377	0.17933889	0.18315955	0.10249038
a31	0.13064016	0.1089762	0.094158605	0.11168739	0.09874912	0.09020563	0.14536199	0.12652928	0.09369163
a39	0.30115795	0.14014131	0.11961274	0.057272106	0.051869873	0.050831757	0.09447213	0.10572005	0.07892211
a31	0.16349779	0.13445286	0.09735781	0.08719298	0.082279205	0.071520284	0.13450503	0.1215184	0.10767562
a8	0.2809731	0.13484967	0.10206095	0.07461367	0.060134515	0.058748286	0.08956933	0.11978698	0.079263516
a31	0.14548811	0.14367945	0.10516462	0.079563335	0.08391598	0.072320335	0.107280284	0.1688268	0.0937611
a24	0.24242239	0.19571033	0.12849547	0.067331225	0.07337751	0.065983534	0.07101698	0.09125945	0.06440313
a46	0.20113161	0.17995617	0.13368073	0.07476081	0.09548666	0.08318297	0.050764013	0.099935815	0.081101164
a31	0.19268633	0.1736804	0.12842321	0.07560679	0.092682846	0.08145277	0.05654478	0.12072202	0.0782008
a1	0.2508867	0.21263006	0.129566	0.050235808	0.07315628	0.06431842	0.07032696	0.08358378	0.06529596
a31	0.2014231	0.17642796	0.14297687	0.076652266	0.09936619	0.09378008	0.03622849	0.099547364	0.073597796
</S>	0.25788414	0.22691007	0.13329981	0.04571231	0.07532119	0.06420865	0.06343171	0.07232161	0.060910452
