 	non	ho	cosa	è	da	mangiare	</S>
a31	0.111455694	0.15600608	0.16140908	0.15822522	0.14415754	0.120299526	0.14844677
a8	0.28412437	0.17265056	0.12286799	0.08822975	0.12954533	0.10150535	0.10107671
a31	0.1407089	0.114362955	0.078308456	0.079761416	0.10910001	0.26750678	0.21025145
a37	0.383178	0.18291923	0.093285896	0.11058072	0.090682454	0.07627776	0.06307587
a20	0.25534937	0.13939467	0.09615444	0.121200725	0.12074017	0.14760095	0.11955969
a31	0.24773437	0.12183155	0.09946148	0.11786646	0.12887162	0.1587662	0.12546836
a17	0.29898602	0.14015543	0.10191132	0.10968304	0.12052188	0.12690522	0.101837024
a20	0.2558372	0.14403817	0.112381496	0.08787058	0.10865227	0.1585903	0.13262996
a31	0.27692384	0.14687693	0.09336356	0.07236037	0.095219575	0.16793485	0.14732088
a39	0.37956148	0.1343065	0.08354973	0.07718493	0.11197855	0.12243174	0.09098698
a35	0.30211905	0.16629738	0.10188281	0.081425935	0.07186535	0.14461048	0.13179907
a39	0.24220921	0.22002652	0.1415163	0.09533432	0.07628949	0.10385519	0.12076891
a46	0.21169904	0.26647872	0.16762313	0.0871524	0.07223202	0.087369904	0.10744485
a35	0.21221918	0.25107312	0.16834868	0.10861913	0.08741566	0.07992053	0.09240374
a31	0.19904041	0.2606632	0.18869936	0.10987656	0.08777042	0.07038441	0.083565615
</S>	0.41224998	0.18028149	0.08833864	0.057588767	0.05966768	0.09612302	0.10575033
